基金代码,基金简称,基金类型,成立时间,最新规模,股票,债券,现金,其他
3630,摩根全球多元配置(QDII-FOF)美元现钞,QDII-混合平衡,2016-12-19,5.71,0.0,3.34,3.24,94.89
3631,摩根全球多元配置(QDII-FOF)美元现汇,QDII-混合平衡,2016-12-19,5.71,0.0,3.34,3.24,94.89
3637,安信永鑫增强债券A,债券型-混合二级,2017-01-13,18.24,13.69,85.9,2.91,2.71
3638,安信永鑫增强债券C,债券型-混合二级,2017-01-13,19.08,13.69,85.9,2.91,2.71
3641,长盛盛丰灵活配置混合A,混合型-灵活,2016-11-18,0.001265,21.38,43.53,2.13,33.21
3642,长盛盛丰灵活配置混合C,混合型-灵活,2016-11-18,1.04,21.38,43.53,2.13,33.21
3650,融通通润债券,债券型-混合二级,2017-03-13,8.46,0.0,115.15,0.13,0.0
3656,民生加银鑫元纯债A,债券型-混合一级,2017-06-21,27.98,0.0,110.39,2.9,0.27
3657,民生加银鑫元纯债C,债券型-混合一级,2017-06-21,6.62,0.0,110.39,2.9,0.27
3660,中加纯债两年债券A,债券型-混合一级,2016-11-11,8.24,0.0,95.67,1.37,3.64
3661,中加纯债两年债券C,债券型-混合一级,2016-11-11,0.0,0.0,95.67,1.37,3.64
3662,鹏华永盛一年定开债,债券型-混合一级,2016-12-29,6.15,0.0,134.65,4.3,0.01
3680,华润元大双鑫债券A,债券型-混合二级,2017-03-24,0.031781,15.32,97.52,0.66,0.33
3681,建信睿享纯债债券A,债券型-混合一级,2016-11-08,14.97,0.0,103.04,0.38,0.0
3692,大成景尚灵活配置混合A,混合型-灵活,,,10.91,69.36,2.83,20.19
3693,大成景尚灵活配置混合C,混合型-灵活,2016-11-11,1.36,10.91,69.36,2.83,20.19
3697,华夏睿磐泰盛混合,混合型-偏债,2017-03-15,0.437791,18.84,91.03,1.42,0.49
3722,易方达纳斯达克100ETF联接(QDII-LOF)A(美元现汇),指数型-海外股票,2017-06-23,7.8,0.0,0.0,6.47,93.84
3723,华润元大双鑫债券C,债券型-混合二级,2017-03-24,1.33,15.32,97.52,0.66,0.33
3734,万家瑞盈灵活配置混合A,混合型-灵活,2016-11-11,0.010892,0.0,37.75,23.0,39.74
3735,万家瑞盈灵活配置混合C,混合型-灵活,2016-11-11,0.394325,0.0,37.75,23.0,39.74
3765,广发创业板ETF发起式联接A,指数型-股票,2017-05-25,18.17,0.32,0.16,5.72,97.53
3766,广发创业板ETF发起式联接C,指数型-股票,2017-05-25,13.41,0.32,0.16,5.72,97.53
3799,华安新泰利灵活配置混合A,混合型-灵活,2016-12-09,0.108717,19.71,0.0,81.39,0.01
3800,华安新泰利灵活配置混合C,混合型-灵活,2016-12-09,0.082211,19.71,0.0,81.39,0.01
3805,华安新恒利混合A,混合型-灵活,2016-12-09,0.521428,0.0,120.55,0.38,12.23
3806,华安新恒利混合C,混合型-灵活,2016-12-09,0.0302629999999999,0.0,120.55,0.38,12.23
3813,泰康金泰3月定开混合,混合型-偏债,2017-01-22,0.578072,5.55,129.86,2.98,0.0
3839,易方达瑞通灵活配置混合A,混合型-灵活,2016-12-07,3.05,23.19,108.84,2.64,0.9
3840,易方达瑞通灵活配置混合C,混合型-灵活,2016-12-07,0.325586,23.19,108.84,2.64,0.9
3845,汇安丰恒灵活配置混合A,混合型-灵活,2017-03-13,0.052807,12.82,99.46,5.76,2.83
3846,汇安丰恒灵活配置混合C,混合型-灵活,2017-03-13,4.38,12.82,99.46,5.76,2.83
3848,中银广利灵活配置混合A,混合型-灵活,2016-12-14,4.76,11.97,89.5,6.47,0.0
3849,中银广利灵活配置混合C,混合型-灵活,2016-12-14,0.034986,11.97,89.5,6.47,0.0
3861,招商兴福混合A,混合型-灵活,2016-12-06,0.0066989999999999,23.12,51.08,26.12,18.35
3862,招商兴福混合C,混合型-灵活,2016-12-06,0.391609,23.12,51.08,26.12,18.35
3879,嘉实6个月理财债券A,债券型-中短债,2017-06-19,0.0,0.0,86.7,19.62,0.0
3882,易方达瑞弘混合A,混合型-灵活,2017-01-11,2.93,24.55,106.37,1.11,0.11
3883,易方达瑞弘混合C,混合型-灵活,2017-01-11,0.1728589999999999,24.55,106.37,1.11,0.11
3900,交银瑞鑫六个月持有期混合A,混合型-偏债,2016-12-14,1.0,10.39,80.21,4.13,7.03
3952,兴业嘉瑞6个月定开债A,债券型-混合一级,2017-03-20,12.29,0.0,131.62,0.69,0.32
3953,兴业嘉瑞6个月定开债C,债券型-混合一级,2017-03-20,0.298824,0.0,131.62,0.69,0.32
3972,国富美元债一年持有期债券(QDII)人民币,QDII-混合债,2017-01-25,13.05,0.0,98.2,1.87,0.02
3973,国富美元债一年持有期债券(QDII)美元现汇,QDII-混合债,2017-01-25,0.514494,0.0,98.2,1.87,0.02
3978,中信建投稳祥A,债券型-混合一级,2017-03-03,53.14,0.0,116.74,1.69,0.18
3979,中信建投稳祥C,债券型-混合一级,2017-03-03,7.72,0.0,116.74,1.69,0.18
4005,东方民丰回报赢安混合A,混合型-偏债,2017-03-09,2.46,17.39,85.27,0.33,1.13
4006,东方民丰回报赢安混合C,混合型-偏债,2017-03-09,0.003098,17.39,85.27,0.33,1.13
4008,国联鑫思路混合A,混合型-灵活,2017-01-16,0.035849,29.36,4.91,17.59,48.73
4009,国联鑫思路混合C,混合型-灵活,2017-01-16,0.397362,29.36,4.91,17.59,48.73
4010,华泰柏瑞鼎利灵活配置混合A,混合型-灵活,2016-12-22,45.28,21.22,77.54,0.14,4.27
4011,华泰柏瑞鼎利灵活配置混合C,混合型-灵活,2016-12-22,93.42,21.22,77.54,0.14,4.27
4024,华泰保兴尊诚一年定开债,债券型-混合一级,2017-02-23,39.78,0.0,106.98,0.4,0.24
4025,融通收益增强债券A,债券型-混合二级,2017-08-30,0.531007,21.37,85.52,1.66,0.03
4026,融通收益增强债券C,债券型-混合二级,2017-08-30,0.041672,21.37,85.52,1.66,0.03
4031,鑫元添利三个月定开债,债券型-混合一级,2017-03-17,16.96,0.0,134.22,0.43,3.92
4063,华夏恒融债券,债券型-混合二级,2017-03-23,7.91,0.0,112.33,0.49,0.01
4069,南方中证全指证券公司ETF联接A,指数型-股票,2017-03-08,15.46,1.29,3.53,3.72,97.07
4070,南方中证全指证券公司ETF联接C,指数型-股票,2017-03-08,56.38,1.29,3.53,3.72,97.07
4081,国联安鑫乾混合A,混合型-偏债,2017-03-02,0.008171,0.0,13.79,5.23,83.99
4082,国联安鑫乾混合C,混合型-偏债,2017-03-02,0.028376,0.0,13.79,5.23,83.99
4083,国联安鑫隆混合A,混合型-偏债,2017-03-03,3.15,28.35,64.35,0.33,7.08
4084,国联安鑫隆混合C,混合型-偏债,2017-03-03,0.003725,28.35,64.35,0.33,7.08
4087,银华添润定期开放债券A,债券型-混合一级,2017-03-07,10.08,0.0,127.55,1.17,0.02
4093,金元顺安桉盛债券A,债券型-混合二级,2017-03-30,11.31,13.84,100.67,0.78,0.11
4100,鹏华安益增强混合D,混合型-偏债,2017-02-22,2.01,3.93,122.9,3.39,2.23
4126,浦银安盛稳健增利债券A,债券型-混合一级,2017-01-23,2.47,0.0,122.51,1.19,1.16
4131,国联安鑫发混合A,混合型-偏债,2017-03-02,0.069076,26.52,93.75,138.62,1.89
4132,国联安鑫发混合C,混合型-偏债,2017-03-02,0.059334,26.52,93.75,138.62,1.89
4142,招商盛合灵活混合A,混合型-灵活,2017-03-01,0.041061,0.0,92.55,7.85,0.07
4143,招商盛合灵活混合C,混合型-灵活,2017-03-01,0.123735,0.0,92.55,7.85,0.07
4149,博时鑫惠混合A,混合型-灵活,2017-01-10,0.143956,0.7,89.62,10.55,4.03
4150,博时鑫惠混合C,混合型-灵活,2017-01-10,0.3552389999999999,0.7,89.62,10.55,4.03
4153,中信保诚新悦混合A,混合型-灵活,2016-12-29,0.002022,9.29,60.68,30.35,0.02
4154,中信保诚新悦混合B,混合型-灵活,2016-12-29,0.6661560000000001,9.29,60.68,30.35,0.02
4155,中信保诚至泰中短债A,债券型-中短债,2017-06-06,53.78,0.0,93.73,0.04,11.38
4156,中信保诚至泰中短债C,债券型-中短债,2017-06-06,29.97,0.0,93.73,0.04,11.38
4175,博时鑫泰混合A,混合型-灵活,2016-12-29,0.05471,22.21,4.86,62.17,16.5
4176,博时鑫泰混合C,混合型-灵活,2016-12-29,0.1541,22.21,4.86,62.17,16.5
4202,华夏睿磐泰兴混合A,混合型-偏债,2017-07-14,5.47,10.6,91.84,22.62,0.12
4222,金信民旺债券A,债券型-混合二级,2017-12-04,0.061445,0.0,103.41,4.06,0.08
4225,国寿安保稳诚混合A,混合型-偏债,2017-01-20,1.96,27.97,85.23,0.88,7.71
4226,国寿安保稳诚混合C,混合型-偏债,2017-01-20,0.114916,27.97,85.23,0.88,7.71
4227,泰信鑫利混合A,混合型-偏债,2017-05-25,0.0152919999999999,0.0,124.95,0.2,0.0
4228,泰信鑫利混合C,混合型-偏债,2017-05-25,10.47,0.0,124.95,0.2,0.0
4252,国泰安益灵活配置混合C,混合型-灵活,2017-02-24,0.006411,0.0,0.0,107.51,3.7
4253,国泰黄金ETF联接C,指数型-其他,2017-05-02,20.14,0.0,0.0,6.33,97.3
4265,金鹰民丰回报定期开放混合,混合型-偏债,2017-06-28,2.25,29.86,67.52,0.53,2.4
4267,金鹰持久增利债券(LOF)E,债券型-混合二级,2017-01-20,6.93,19.77,100.69,6.05,2.96
4274,浦银安恒回报定开混合A,混合型-偏债,2018-08-09,0.645616,18.95,66.17,12.45,4.59
4275,浦银安恒回报定开混合C,混合型-偏债,2018-08-09,0.134062,18.95,66.17,12.45,4.59
4276,浦银安和回报定开混合A,混合型-偏债,2017-03-23,0.490149,26.71,0.0,0.6,74.0
4277,浦银安和回报定开混合C,混合型-偏债,2017-03-23,0.013316,26.71,0.0,0.6,74.0
4318,国寿安保尊裕优化回报债券A,债券型-混合二级,2017-03-23,1.68,14.68,81.71,1.0,7.88
4319,国寿安保尊裕优化回报债券C,债券型-混合二级,2017-03-23,0.005171,14.68,81.71,1.0,7.88
4333,金鹰元盛债券(LOF)E,债券型-混合一级,2017-02-14,0.0672929999999999,0.0,97.37,1.28,3.86
4340,泰康兴泰回报沪港深混合A,混合型-偏债,2017-06-15,4.39,18.63,117.28,4.39,0.05
4342,南方沪深300ETF联接C,指数型-股票,2017-02-23,5.53,3.23,1.57,4.59,93.08
4343,南方创业板ETF联接C,指数型-股票,2017-02-23,11.4,2.75,0.91,3.74,94.91
4345,南方深证成份ETF联接C,指数型-股票,2017-02-23,0.664955,2.08,0.84,4.51,94.5
4346,南方小康ETF联接C,指数型-股票,2017-02-23,0.086298,0.0,3.16,2.0,95.38
4347,南方中证500信息技术联接C,指数型-股票,2017-02-23,2.2,2.51,1.38,3.46,94.11
4348,南方中证500ETF联接C,指数型-股票,2017-02-23,7.42,2.11,2.52,2.65,95.16
4356,嘉实6个月理财债券E,债券型-中短债,2017-06-19,53.08,0.0,86.7,19.62,0.0
4361,摩根安通回报混合A,混合型-偏债,2017-04-26,0.093321,23.13,33.1,12.1,34.06
4362,摩根安通回报混合C,混合型-偏债,2017-04-26,0.0576039999999999,23.13,33.1,12.1,34.06
4402,金信民旺债券C,债券型-混合二级,2017-12-04,0.038043,0.0,103.41,4.06,0.08
4405,国寿安保稳寿混合A,混合型-偏债,2017-08-01,4.59,24.55,91.53,0.37,0.02
4406,国寿安保稳寿混合C,混合型-偏债,2017-08-01,0.012033,24.55,91.53,0.37,0.02
4407,招商上证消费80ETF联接C,指数型-股票,2017-03-01,0.205544,0.0,1.81,3.66,96.38
4409,招商深证TMT50ETF联接C,指数型-股票,2017-02-23,0.578893,3.12,0.81,4.26,92.6
4413,建信民丰回报混合,混合型-偏债,2017-04-18,0.532493,22.2,46.11,2.51,29.69
4419,汇添富美元债债券(QDII)人民币A,QDII-纯债,2017-04-20,21.07,0.0,97.09,4.34,1.85
4420,汇添富美元债债券(QDII)人民币C,QDII-纯债,2017-04-20,2.2,0.0,97.09,4.34,1.85
4421,汇添富美元债债券(QDII)美元现汇A,QDII-纯债,2017-04-20,0.046338,0.0,97.09,4.34,1.85
4427,交银增利增强债券A,债券型-混合二级,2017-06-02,11.59,7.62,102.19,2.34,3.2
4428,交银增利增强债券C,债券型-混合二级,2017-06-02,0.53274,7.62,102.19,2.34,3.2
4432,南方中证申万有色金属ETF发起联接A,指数型-股票,2017-09-08,5.38,0.03,4.44,1.34,97.24
4433,南方中证申万有色金属ETF发起联接C,指数型-股票,2017-09-08,8.95,0.03,4.44,1.34,97.24
4436,汇添富年年泰定开混合A,混合型-偏债,2017-04-14,0.8421549999999999,14.32,93.62,2.25,2.16
4437,汇添富年年泰定开混合C,混合型-偏债,2017-04-14,0.105439,14.32,93.62,2.25,2.16
4442,中欧康裕混合A,混合型-偏债,2017-03-15,0.480914,15.8,71.91,2.42,10.2
4451,汇添富双鑫添利债券A,债券型-混合二级,2017-04-20,30.85,15.18,109.79,5.29,2.17
4452,汇添富双鑫添利债券C,债券型-混合二级,2017-04-20,1.35,15.18,109.79,5.29,2.17
4455,中欧康裕混合C,混合型-偏债,2017-03-15,0.3042809999999999,15.8,71.91,2.42,10.2
4457,光大多策略智选18个月混合,混合型-偏债,2017-05-16,0.194039,16.98,80.99,2.38,0.01
4469,汇添富鑫益定开债A,债券型-混合一级,2017-04-20,15.03,0.0,94.83,8.6,0.0
4470,汇添富鑫益定开债C,债券型-混合一级,,,0.0,94.83,8.6,0.0
4486,嘉实稳怡债券,债券型-混合二级,2017-06-21,0.082801,29.08,84.03,5.5,5.72
4488,嘉实富时中国A50ETF联接A,指数型-股票,2017-06-29,0.946287,4.13,0.0,6.56,96.9
4503,鹏华永泰定期开放债券,债券型-混合一级,2017-05-25,3.85,0.0,154.96,7.0,0.0
4504,鹏华永泽18个月定开债,债券型-混合一级,2018-01-24,7.3,0.0,148.95,3.46,1.29
4517,南方安康混合,混合型-偏债,2017-06-14,3.86,24.53,95.92,1.64,7.97
4534,汇添富双盈回报一年持有债A,债券型-混合二级,2017-05-15,0.477125,16.71,98.51,17.96,0.08
4535,汇添富双盈回报一年持有债C,债券型-混合二级,2017-05-15,0.039997,16.71,98.51,17.96,0.08
4547,华夏稳定双利债券A,债券型-混合一级,2017-04-14,32.44,0.0,129.98,8.64,0.33
4564,北信瑞丰鼎利债券A,债券型-混合二级,2018-01-25,0.022291,18.98,80.56,1.48,11.78
4571,万家家瑞债券A,债券型-混合二级,2017-09-20,1.93,19.27,91.95,1.82,0.03
4572,万家家瑞债券C,债券型-混合二级,2017-09-20,0.106304,19.27,91.95,1.82,0.03
4585,鹏扬汇利债券A,债券型-混合二级,2017-06-02,16.11,10.24,108.6,5.9,1.77
4586,鹏扬汇利债券C,债券型-混合二级,2017-06-02,2.1,10.24,108.6,5.9,1.77
4596,中科沃土沃安中短利率A,债券型-中短债,,,0.0,82.73,2.12,16.12
4597,南方中证银行ETF发起联接A,指数型-股票,2017-06-29,1.96,0.0,4.98,1.27,103.8
4598,南方中证银行ETF发起联接C,指数型-股票,2017-06-29,2.83,0.0,4.98,1.27,103.8
4607,长信利尚一年定开混合,混合型-偏债,2017-11-17,0.2896849999999999,23.53,26.01,6.08,52.57
4608,长信乐信灵活配置混合A,混合型-灵活,2017-12-07,0.0069459999999999,0.0,73.09,15.91,15.95
4609,长信乐信灵活配置混合C,混合型-灵活,2017-12-07,0.572541,0.0,73.09,15.91,15.95
4614,鹏扬利泽债券A,债券型-中短债,2017-06-15,48.44,0.0,109.5,3.99,0.07
4615,鹏扬利泽债券C,债券型-中短债,2017-06-15,16.76,0.0,109.5,3.99,0.07
4617,建信鑫稳回报灵活配置混合A,混合型-灵活,2017-12-20,0.188763,22.12,67.37,4.91,6.13
4618,建信鑫稳回报灵活配置混合C,混合型-灵活,2017-12-20,0.311702,22.12,67.37,4.91,6.13
4642,南方中证房地产ETF发起联接A,指数型-股票,2017-08-24,2.14,4.43,2.66,6.6,96.36
4643,南方中证房地产ETF发起联接C,指数型-股票,2017-08-24,5.83,4.43,2.66,6.6,96.36
4647,新华鼎利债券A,债券型-混合二级,2019-06-12,10.87,0.0,106.31,0.64,0.0
4648,南方安睿混合,混合型-偏债,2017-07-13,2.6,23.09,101.6,10.83,13.09
4651,长信利丰债券E,债券型-混合二级,2017-05-19,0.0,12.77,91.94,2.49,0.39
4655,汇添富鑫汇债券A,债券型-混合一级,2017-06-23,39.77,0.0,115.8,0.12,1.27
4656,汇添富鑫汇债券C,债券型-混合一级,2017-06-23,0.02497,0.0,115.8,0.12,1.27
4657,金鹰民富收益混合A,混合型-偏债,2021-04-13,1.18,14.86,98.02,9.86,11.1
4658,金鹰民富收益混合C,混合型-偏债,2021-04-13,0.366888,14.86,98.02,9.86,11.1
4667,招商招财通理财债券A,债券型-中短债,2017-06-19,3.07,0.0,111.26,0.06,6.52
4672,华夏短债债券A,债券型-中短债,2017-12-06,72.71,0.0,134.08,2.81,1.23
4673,华夏短债债券C,债券型-中短债,2017-12-06,25.39,0.0,134.08,2.81,1.23
4694,天弘策略精选混合A,混合型-灵活,2017-06-21,0.515065,9.45,91.24,0.76,0.58
4708,红塔红土盛商一年定开债A,债券型-混合二级,2017-09-15,0.646089,11.66,81.48,1.82,6.32
4709,红塔红土盛商一年定开债C,债券型-混合二级,2017-09-15,0.016401,11.66,81.48,1.82,6.32
4710,民生加银鹏程混合A,混合型-偏债,2018-02-13,0.22562,10.28,84.19,8.57,4.52
4720,华夏睿磐泰茂混合A,混合型-偏债,2017-12-06,6.55,18.51,100.54,15.34,0.08
4721,华夏睿磐泰茂混合C,混合型-偏债,2017-12-06,1.1,18.51,100.54,15.34,0.08
4731,万家瑞尧灵活配置混合A,混合型-灵活,2018-01-19,0.077511,0.0,0.0,100.34,0.04
4732,万家瑞尧灵活配置混合C,混合型-灵活,2018-01-19,0.013229,0.0,0.0,100.34,0.04
4734,中欧瑾灵灵活配置混合A,混合型-灵活,2017-12-01,0.415545,0.0,103.25,2.98,29.56
4735,中欧瑾灵灵活配置混合C,混合型-灵活,2017-12-01,0.151428,0.0,103.25,2.98,29.56
4737,富国新优享灵活配置混合A,混合型-灵活,2017-08-09,0.572847,26.97,63.14,14.08,0.06
4738,摩根安隆回报混合A,混合型-偏债,2018-02-08,1.89,23.11,34.98,2.1,40.18
4739,摩根安隆回报混合C,混合型-偏债,2018-02-08,1.45,23.11,34.98,2.1,40.18
4742,易方达深证100ETF联接C,指数型-股票,2017-06-02,2.57,0.01,0.0,4.82,95.97
4743,易方达上证中盘ETF联接C,指数型-股票,2017-06-02,0.8870549999999999,4.44,0.0,4.55,95.72
4744,易方达创业板ETF联接C,指数型-股票,2017-06-02,28.08,1.16,0.51,3.88,95.96
4747,富国新优享灵活配置混合C,混合型-灵活,2017-08-09,0.1325619999999999,26.97,63.14,14.08,0.06
4748,天弘策略精选混合C,混合型-灵活,2017-06-21,0.025762,9.45,91.24,0.76,0.58
4750,广发鑫和灵活配置混合A,混合型-灵活,2018-01-16,3.32,3.89,111.87,0.4,0.77
4751,广发鑫和灵活配置混合C,混合型-灵活,2018-01-16,12.56,3.89,111.87,0.4,0.77
4752,广发中证传媒ETF联接A,指数型-股票,2018-01-02,7.73,4.13,0.2,4.96,91.81
4753,广发中证传媒ETF联接C,指数型-股票,2018-01-02,14.32,4.13,0.2,4.96,91.81
4756,国寿安保稳吉混合A,混合型-偏债,2017-12-26,0.20708,9.24,42.27,18.04,30.65
4757,国寿安保稳吉混合C,混合型-偏债,2017-12-26,0.0514429999999999,9.24,42.27,18.04,30.65
4763,中科沃土沃嘉混合A,混合型-灵活,2017-12-06,0.962468,0.05,57.29,3.74,39.09
4764,中科沃土沃嘉混合C,混合型-灵活,2017-12-06,0.830201,0.05,57.29,3.74,39.09
4774,汇添富添福吉祥混合,混合型-偏债,2017-07-24,0.542771,27.6,91.56,20.99,0.07
4780,招商招利一年理财债券,债券型-中短债,2017-08-17,80.26,0.0,86.07,0.02,13.94
4792,富荣富乾债券A,债券型-混合二级,2018-02-07,1.03,18.89,80.74,0.55,0.0
4793,富荣富乾债券C,债券型-混合二级,2018-02-07,0.0,18.89,80.74,0.55,0.0
4807,中银证券安弘债券A,债券型-混合二级,2017-08-09,2.65,19.94,90.31,1.43,0.82
4808,中银证券安弘债券C,债券型-混合二级,2017-08-09,0.383829,19.94,90.31,1.43,0.82
4821,国寿安保安吉纯债半年定开债,债券型-混合一级,2017-08-22,90.61,0.13,107.79,0.35,9.9
4827,平安中短债债券A,债券型-中短债,2017-08-23,51.83,0.0,128.23,0.91,4.7
4828,平安中短债债券C,债券型-中短债,2017-08-23,0.017339,0.0,128.23,0.91,4.7
4831,汇添富鑫泽定开债A,债券型-混合一级,2018-03-08,10.45,0.0,135.0,6.67,0.0
4832,汇添富鑫泽定开债C,债券型-混合一级,,,0.0,135.0,6.67,0.0
4836,国联鑫价值混合A,混合型-灵活,2018-03-09,0.169248,0.0,45.81,11.57,48.61
4837,国联鑫价值混合C,混合型-灵活,2018-03-09,0.098449,0.0,45.81,11.57,48.61
4838,信澳安益纯债债券A,债券型-中短债,2018-03-06,35.63,0.0,128.52,2.07,0.15
4839,银华安颐中短债双月持有期债券A,债券型-中短债,2017-06-26,21.83,0.0,117.89,0.78,0.86
4885,长信先优债券A,债券型-混合二级,2017-08-01,0.5796819999999999,14.75,81.09,2.82,3.7
4888,财通资管鑫逸混合A,混合型-偏债,2017-08-30,0.248162,17.86,68.89,1.57,28.88
4889,财通资管鑫逸混合C,混合型-偏债,2017-08-30,0.219465,17.86,68.89,1.57,28.88
4900,财通资管鑫锐混合A,混合型-偏债,2017-12-06,0.212346,23.37,71.1,9.58,0.25
4901,财通资管鑫锐混合C,混合型-偏债,2017-12-06,0.125633,23.37,71.1,9.58,0.25
4902,富国丰利增强债券A,债券型-混合二级,2017-09-05,9.22,20.36,83.08,11.86,11.75
4907,长安泓沣中短债债券A,债券型-中短债,2017-08-09,7.79,0.0,108.0,0.11,0.12
4908,长安泓沣中短债债券C,债券型-中短债,2017-08-09,0.079459,0.0,108.0,0.11,0.12
4916,嘉实新添丰定期混合,混合型-偏债,2017-08-23,0.8787530000000001,0.0,95.99,1.92,3.54
4940,中加聚鑫纯债一年定开A,债券型-混合一级,2017-09-15,0.7774439999999999,0.0,87.91,3.47,8.83
4941,中加聚鑫纯债一年定开C,债券型-混合一级,2017-09-15,0.015875,0.0,87.91,3.47,8.83
4946,汇添富盈润混合A,混合型-偏债,2017-09-06,0.119376,9.68,89.43,2.68,10.06
4947,汇添富盈润混合C,混合型-偏债,2017-09-06,0.3966139999999999,9.68,89.43,2.68,10.06
4952,兴全恒益债券A,债券型-混合二级,2017-09-20,30.12,14.26,92.56,0.55,4.74
4953,兴全恒益债券C,债券型-混合二级,2017-09-20,1.57,14.26,92.56,0.55,4.74
4975,交银恒益灵活配置混合A,混合型-灵活,2017-09-15,3.97,6.12,80.61,3.59,9.94
4981,新华鑫日享中短债A,债券型-中短债,2018-12-19,1.9,0.0,105.04,1.5,11.43
4988,人保双利A,混合型-偏债,2017-12-04,0.560828,29.42,51.04,1.66,18.51
4989,人保双利C,混合型-偏债,2017-12-04,0.023687,29.42,51.04,1.66,18.51
4993,中欧可转债债券A,债券型-混合二级,2017-11-10,8.88,0.0,102.71,4.27,8.77
4994,中欧可转债债券C,债券型-混合二级,2017-11-10,9.18,0.0,102.71,4.27,8.77
4998,长信全球债券人民币,QDII-纯债,2017-12-11,15.24,0.0,100.43,0.06,1.13
4999,长信全球债券美元,QDII-纯债,2017-12-11,2.06,0.0,100.43,0.06,1.13
5008,东方红汇阳债券Z,债券型-混合二级,2017-08-29,0.206505,19.44,83.78,2.81,3.15
5010,金鹰添瑞中短债A,债券型-中短债,2017-09-15,19.65,0.0,106.54,0.41,3.34
5011,金鹰添瑞中短债C,债券型-中短债,2017-09-15,2.52,0.0,106.54,0.41,3.34
5014,泰康景泰回报混合A,混合型-偏债,2017-12-13,9.53,25.5,86.06,1.26,2.44
5015,泰康景泰回报混合C,混合型-偏债,2017-12-13,0.573817,25.5,86.06,1.26,2.44
5019,国投瑞银和泰6个月债券,债券型-混合二级,2017-11-24,30.63,0.0,126.72,1.56,0.0
5039,鹏扬景兴混合A,混合型-偏债,2017-09-27,1.79,20.25,65.22,0.5,15.19
5040,鹏扬景兴混合C,混合型-偏债,2017-09-27,0.386417,20.25,65.22,0.5,15.19
5059,南方安福混合A,混合型-偏债,2017-11-02,0.561284,22.35,89.61,2.32,3.25
5063,广发中证全指家用电器ETF联接A,指数型-股票,2017-09-13,3.46,0.0,0.22,5.29,99.83
5064,广发中证全指家用电器ETF联接C,指数型-股票,2017-09-13,2.45,0.0,0.22,5.29,99.83
5078,富国宝利增强债券A,债券型-混合二级,2018-02-08,20.9,21.38,91.08,2.75,0.86
5079,兴银鑫日享短债A,债券型-中短债,2019-09-06,68.7,0.0,129.75,0.88,0.43
5102,工银沪深300ETF联接A,指数型-股票,2019-08-21,0.8137840000000001,0.03,0.0,9.86,95.05
5103,工银沪深300ETF联接C,指数型-股票,2019-08-21,1.63,0.03,0.0,9.86,95.05
5121,富国兴利增强债券A,债券型-混合二级,2017-09-20,11.97,21.56,87.42,3.23,7.73
5128,华夏永康添福混合A,混合型-偏债,2018-02-01,0.616232,28.19,72.93,2.56,0.05
5138,前海开源弘丰债券A,债券型-混合二级,2018-03-27,0.348089,15.08,81.99,1.25,7.44
5139,前海开源弘丰债券C,债券型-混合二级,2018-03-27,0.1312809999999999,15.08,81.99,1.25,7.44
5140,华夏睿磐泰荣混合A,混合型-偏债,2017-12-27,0.168259,13.32,77.49,13.4,3.19
5141,华夏睿磐泰荣混合C,混合型-偏债,2017-12-27,0.125903,13.32,77.49,13.4,3.19
5144,东吴优益债券A,债券型-混合二级,2017-11-28,0.21395,0.0,100.22,0.73,1.52
5145,东吴优益债券C,债券型-混合二级,2017-11-28,0.035139,0.0,100.22,0.73,1.52
5156,嘉实领航资产配置混合A,FOF-稳健型,2017-10-26,1.71,0.0,5.37,1.82,93.56
5157,嘉实领航资产配置混合C,FOF-稳健型,2017-10-26,22.85,0.0,5.37,1.82,93.56
5158,长江乐盈定开债发起式,债券型-混合一级,2017-11-24,20.4,0.0,139.67,0.0,0.37
5159,华泰保兴尊合债券A,债券型-混合一级,2017-11-21,53.76,0.0,119.53,0.33,0.43
5160,华泰保兴尊合债券C,债券型-混合一级,2017-11-21,8.23,0.0,119.53,0.33,0.43
5166,嘉实润和量化定期混合,混合型-偏债,2018-02-09,0.4548569999999999,1.69,88.98,0.83,8.8
5167,嘉实润泽量化定期混合,混合型-偏债,2018-01-19,0.3441909999999999,28.06,70.56,5.29,0.07
5172,泰康安悦纯债3月定开债券,债券型-混合一级,,,0.0,117.48,0.32,0.07
5177,华夏睿磐泰利混合A,混合型-偏债,2017-12-27,14.82,16.65,91.03,19.46,0.34
5178,华夏睿磐泰利混合C,混合型-偏债,2017-12-27,4.09,16.65,91.03,19.46,0.34
5193,北信瑞丰鼎利债券C,债券型-混合二级,2018-01-25,0.018503,18.98,80.56,1.48,11.78
5212,汇安稳裕债券,债券型-混合二级,,,0.0,89.51,11.47,0.08
5215,南方全天候策略(FOF)A,FOF-稳健型,2017-10-19,14.18,5.85,5.49,2.41,86.58
5216,南方全天候策略(FOF)C,FOF-稳健型,2017-10-19,1.76,5.85,5.49,2.41,86.58
5217,建信福泽安泰混合(FOF)A,FOF-稳健型,2017-11-02,0.766724,0.01,5.39,2.11,92.89
5218,华夏聚惠(FOF)A,FOF-稳健型,2017-11-03,1.42,1.34,3.07,3.2,93.16
5219,华夏聚惠(FOF)C,FOF-稳健型,2017-11-03,0.474408,1.34,3.07,3.2,93.16
5220,海富通聚优精选混合(FOF),FOF-进取型,2017-11-06,1.41,0.0,5.01,0.46,95.09
