基金代码,基金简称,基金类型,成立时间,最新规模,评级机构,基金评级
2988,平安鼎信债券A,债券型-混合二级,2016-07-21,7.19,,暂无评级
2989,融通通乾研究精选混合,混合型-灵活,2016-08-12,2.94,,暂无评级
2991,嘉实稳鑫纯债债券,债券型-长债,2016-07-15,32.18,,暂无评级
2994,招商招裕纯债A,债券型-长债,2016-07-28,38.21,,暂无评级
2995,招商招裕纯债C,债券型-长债,2016-07-28,0.004226,,暂无评级
2996,长信稳健纯债债券A,债券型-长债,2016-12-13,15.13,,暂无评级
2997,工银瑞享纯债债券A,债券型-混合一级,2016-08-25,0.703746,,暂无评级
3002,国金及第中短债债券A,债券型-中短债,2016-08-04,33.86,,暂无评级
3003,华夏现金增利货币A/E,货币型-普通货币,2004-04-07,461.4,,暂无评级
3009,国联盈泽中短债A,债券型-中短债,2017-03-27,46.46,,暂无评级
3010,国联盈泽中短债C,债券型-中短债,2017-03-27,9.87,,暂无评级
3013,国联恒泰纯债A,债券型-混合一级,2016-12-27,22.57,,暂无评级
3014,国联恒泰纯债C,债券型-混合一级,2016-12-27,0.007391,,暂无评级
3015,中金沪深300A,指数型-股票,2016-07-22,9.38,,暂无评级
3016,中金中证500A,指数型-股票,2016-07-22,5.47,,暂无评级
3017,广发中证军工ETF联接A,指数型-股票,2016-09-26,6.75,,暂无评级
3022,建信现金添益货币A,货币型-普通货币,2016-09-02,155.05,,暂无评级
3023,博时景发纯债债券A,债券型-长债,2016-08-03,9.57,,暂无评级
3024,平安惠金定开债A,债券型-混合一级,2016-11-02,1.26,,暂无评级
3025,新华红利回报混合,混合型-灵活,2017-03-27,1.65,,暂无评级
3026,安信新价值混合A,混合型-灵活,2016-08-19,0.098824,,暂无评级
3027,安信新价值混合C,混合型-灵活,2016-08-19,0.481702,,暂无评级
3028,安信新优选混合A,混合型-灵活,2016-07-28,0.072913,,暂无评级
3029,安信新优选混合C,混合型-灵活,2016-07-28,0.55681,,暂无评级
3030,安信新目标混合A,混合型-灵活,2016-08-09,1.68,,暂无评级
3031,安信新目标混合C,混合型-灵活,2016-08-09,2.39,,暂无评级
3032,平安医疗健康混合A,混合型-灵活,2017-11-24,3.14,,暂无评级
3034,平安交易型货币A,货币型-普通货币,2016-09-23,567.82,,暂无评级
3037,广发集瑞债券A,债券型-混合二级,2016-11-18,3.3,,暂无评级
3038,广发集瑞债券C,债券型-混合二级,2016-11-18,0.0,,暂无评级
3039,广发集富纯债A,债券型-长债,2017-01-13,10.02,,暂无评级
3040,广发集富纯债C,债券型-长债,2017-01-13,0.058421,,暂无评级
3041,鑫元得利债券,债券型-长债,2016-08-17,10.21,,暂无评级
3042,交银活期通货币A,货币型-普通货币,2016-07-27,1148.14,,暂无评级
3043,交银活期通货币E,货币型-普通货币,,,,
3044,东方红战略精选混合A,混合型-偏债,2016-08-30,6.66,,暂无评级
3045,东方红战略精选混合C,混合型-偏债,2016-08-30,1.87,,暂无评级
3050,农银汇理金丰一年定开债,债券型-混合一级,,,,
3053,嘉实文体娱乐股票A,股票型,2016-09-07,2.37,,暂无评级
3054,嘉实文体娱乐股票C,股票型,2016-09-07,5.42,,暂无评级
3056,嘉实稳泽纯债债券A,债券型-长债,2016-09-13,54.01,,暂无评级
3062,银华通利混合A,混合型-灵活,2016-08-05,0.147645,,暂无评级
3063,银华通利混合C,混合型-灵活,2016-08-05,0.128937,,暂无评级
3069,光大创业板量化优选A,股票型,2018-02-13,0.7110310000000001,,暂无评级
3070,光大创业板量化优选C,股票型,2020-01-02,1.54,,暂无评级
3071,国联睿祥纯债A,债券型-长债,2017-08-24,81.2,,暂无评级
3072,国联睿祥纯债C,债券型-长债,2017-08-24,19.29,,暂无评级
3073,宏利汇利债券A,债券型-长债,2016-08-30,6.46,,暂无评级
3074,宏利汇利债券C,债券型-长债,2016-08-30,0.397362,,暂无评级
3075,国联货币E,货币型-普通货币,,,,
3078,泰康安惠纯债债券A,债券型-长债,2016-12-26,23.24,,暂无评级
3081,国联银行间1-3年中高等级信用债指数A,指数型-固收,2016-12-27,15.71,,暂无评级
3082,国联银行间1-3年中高等级信用债指数C,指数型-固收,2016-12-27,0.049264999999999996,,暂无评级
3092,华商丰利增强定开债A,债券型-混合二级,2016-09-20,5.61,,暂无评级
3093,华商丰利增强定开债C,债券型-混合二级,2016-09-20,0.461941,,暂无评级
3095,中欧医疗健康混合A,混合型-偏股,2016-09-29,184.44,,暂无评级
3096,中欧医疗健康混合C,混合型-偏股,2016-09-29,189.84,,暂无评级
3102,长盛盛裕纯债A,债券型-长债,2016-08-04,14.18,,暂无评级
3103,长盛盛裕纯债C,债券型-长债,2016-08-04,5.36,,暂无评级
3105,光大永鑫混合A,混合型-灵活,2016-08-19,0.030652,,暂无评级
3106,光大永鑫混合C,混合型-灵活,2016-08-19,0.5333319999999999,,暂无评级
3107,光大安祺债券A,债券型-混合二级,2017-01-11,5.47,,暂无评级
3108,光大安祺债券C,债券型-混合二级,2017-01-11,0.032464,,暂无评级
3109,光大安和债券A,债券型-混合二级,2017-01-05,4.34,,暂无评级
3110,光大安和债券C,债券型-混合二级,2017-01-05,0.794399,,暂无评级
3115,光大诚鑫混合A,混合型-灵活,2016-12-15,0.012156,,暂无评级
3116,光大诚鑫混合C,混合型-灵活,2016-12-15,0.044683999999999995,,暂无评级
3119,博时鑫源混合A,混合型-灵活,2016-08-24,0.15221400000000002,,暂无评级
3120,博时鑫源混合C,混合型-灵活,2016-08-24,0.06333899999999999,,暂无评级
3121,中信保诚稳利债券A,债券型-长债,2016-08-04,16.1,,暂无评级
3123,天治鑫利纯债债券A,债券型-混合一级,2016-12-07,15.96,,暂无评级
3124,天治鑫利纯债债券C,债券型-混合一级,,,,
3125,中科沃土沃鑫成长精选混合A,混合型-灵活,2016-10-25,0.028843999999999998,,暂无评级
3126,长信易进混合A,混合型-偏债,2016-12-23,0.069257,,暂无评级
3127,长信易进混合C,混合型-偏债,2016-12-23,0.489489,,暂无评级
3130,中信保诚稳利债券C,债券型-长债,2016-08-04,0.0012490000000000001,,暂无评级
3131,国寿安保强国智造混合,混合型-灵活,2016-09-27,0.721439,,暂无评级
3132,德邦新回报灵活配置混合A,混合型-灵活,2017-01-13,0.22726300000000002,,暂无评级
3133,易方达裕鑫债券A,债券型-混合二级,2016-09-05,9.69,,暂无评级
3134,易方达裕鑫债券C,债券型-混合二级,2016-09-05,0.26668000000000003,,暂无评级
3135,金元顺安沣楹债券,债券型-混合二级,2016-09-22,7.75,,暂无评级
3142,鹏华弘达混合A,混合型-灵活,2016-08-10,0.106188,,暂无评级
3143,鹏华弘达混合C,混合型-灵活,2016-08-10,0.078025,,暂无评级
3144,华宝新机遇混合(LOF)C,混合型-灵活,2016-08-04,1.69,,暂无评级
3145,国联竞争优势,股票型,2016-09-07,1.18,,暂无评级
3147,大成动态量化配置策略混合A,混合型-灵活,2016-09-20,0.185177,,暂无评级
3152,华富天鑫灵活配置混合A,混合型-灵活,2016-12-29,0.505584,,暂无评级
3153,华富天鑫灵活配置混合C,混合型-灵活,2016-12-29,0.167455,,暂无评级
3154,华宝新活力混合,混合型-灵活,2016-09-07,0.515482,,暂无评级
3155,中加丰尚纯债债券A,债券型-长债,2016-08-19,20.13,,暂无评级
3156,招商招悦纯债A,债券型-长债,2016-08-24,64.94,,暂无评级
3157,招商招悦纯债C,债券型-长债,2016-08-24,21.44,,暂无评级
3159,万家恒瑞18个月定开债A,债券型-长债,2016-08-15,5.18,,暂无评级
3160,万家恒瑞18个月定开债C,债券型-长债,2016-08-15,0.000124,,暂无评级
3161,南方安泰混合A,混合型-偏债,2016-09-22,28.44,,暂无评级
3162,博时富宁纯债债券,债券型-长债,2016-08-17,31.12,,暂无评级
3163,金鹰添益3个月定开债,债券型-长债,2016-08-19,17.6,,暂无评级
3164,建信现金添利货币B,货币型-普通货币,,,,
3165,鹏华弘嘉混合A,混合型-灵活,2016-08-19,3.31,,暂无评级
3166,鹏华弘嘉混合C,混合型-灵活,2016-08-19,1.22,,暂无评级
3167,前海开源鼎瑞债券A,债券型-混合二级,2016-08-16,0.073589,,暂无评级
3168,前海开源鼎瑞债券C,债券型-混合二级,2016-08-16,0.24519000000000002,,暂无评级
3169,长盛盛辉混合A,混合型-灵活,2016-08-16,1.46,,暂无评级
3170,长盛盛辉混合C,混合型-灵活,2016-08-16,0.107142,,暂无评级
3171,信澳慧理财货币A,货币型-普通货币,2016-09-18,54.92,,暂无评级
3175,华泰柏瑞多策略混合A,混合型-灵活,2016-09-29,13.26,,暂无评级
3176,德邦景颐债券A,债券型-混合二级,2016-08-26,1.82,,暂无评级
3177,德邦景颐债券C,债券型-混合二级,2016-08-26,9.69,,暂无评级
3179,山西裕利定开债,债券型-长债,2016-08-24,0.119528,,暂无评级
3180,前海联合添利债券A,债券型-混合二级,2016-11-11,0.011686,,暂无评级
3181,前海联合添利债券C,债券型-混合二级,2016-11-11,0.010947,,暂无评级
3182,华富弘鑫混合A,混合型-灵活,2016-11-28,0.147086,,暂无评级
3183,华富弘鑫混合C,混合型-灵活,2016-11-28,0.217518,,暂无评级
3184,财通中证ESG100指数增强C,指数型-股票,2017-04-14,0.0,,暂无评级
3185,建信货币B,货币型-普通货币,2016-09-19,434.06,,暂无评级
3187,嘉实安益混合C,混合型-灵活,2016-08-25,14.78,,暂无评级
3188,博时聚源纯债债券A,债券型-长债,2017-02-09,34.54,,暂无评级
3189,汇添富保鑫灵活配置混合A,混合型-灵活,2016-09-29,0.533672,,暂无评级
3190,创金合信消费主题股票A,股票型,2016-08-22,0.279911,,暂无评级
3191,创金合信消费主题股票C,股票型,2016-08-22,0.931917,,暂无评级
3192,创金合信尊丰纯债A,债券型-混合一级,2016-09-02,10.01,,暂无评级
3193,创金合信尊智纯债债券A,债券型-长债,2017-06-16,17.06,,暂无评级
3194,汇添富中证上海国企ETF联接A,指数型-股票,2016-09-18,1.76,,暂无评级
3195,光大保德信永利债券A,债券型-长债,2017-02-17,8.14,,暂无评级
3196,光大保德信永利债券C,债券型-长债,2017-02-17,0.010537000000000001,,暂无评级
3197,光大安诚债券A,债券型-混合二级,2017-03-28,0.126753,,暂无评级
3198,光大安诚债券C,债券型-混合二级,2017-03-28,0.12682100000000002,,暂无评级
3199,长盛盛琪一年债券A,债券型-长债,2016-09-27,6.33,,暂无评级
3200,长盛盛琪一年债券C,债券型-长债,2016-09-27,0.005137,,暂无评级
3204,财通收益增强债券C,债券型-混合二级,2017-04-14,1.59,,暂无评级
3205,财通可转债债券C,债券型-混合二级,2017-04-14,0.15981700000000001,,暂无评级
3206,博时合鑫货币B,货币型-普通货币,2016-10-12,39.61,,暂无评级
3207,博时富发纯债债券A,债券型-长债,2016-09-07,4.48,,暂无评级
3209,鹏华丰达债券A,债券型-长债,2016-08-30,15.07,,暂无评级
3210,博时智臻纯债债券A,债券型-长债,2016-08-30,0.131493,,暂无评级
3213,中银悦享定期开放债券发起式,债券型-长债,2016-09-28,220.39,,暂无评级
3214,易方达富惠纯债债券A,债券型-长债,2016-08-24,2.8,,暂无评级
3218,前海开源祥和债券A,债券型-混合二级,2016-11-28,10.27,,暂无评级
3219,前海开源祥和债券C,债券型-混合二级,2016-11-28,4.17,,暂无评级
3220,浙商惠利纯债A,债券型-长债,2016-09-27,11.08,,暂无评级
3221,新华丰利债券A,债券型-混合二级,2016-10-26,10.83,,暂无评级
3222,新华丰利债券C,债券型-混合二级,2016-10-26,2.94,,暂无评级
3223,广发景丰纯债A,债券型-长债,2016-11-23,64.6,,暂无评级
3226,中信保诚稳健债券A,债券型-长债,2016-09-02,10.11,,暂无评级
3227,中信保诚稳健债券C,债券型-长债,2016-09-02,0.025072,,暂无评级
3228,浦银安盛日日鑫货币A,货币型-普通货币,2016-11-30,74.07,,暂无评级
3229,浦银安盛日日鑫货币B,货币型-普通货币,2016-11-30,29.69,,暂无评级
3230,创金合信医疗保健股票A,股票型,2016-08-30,1.72,,暂无评级
3231,创金合信医疗保健股票C,股票型,2016-08-30,2.38,,暂无评级
3234,中信保诚至利混合A,混合型-灵活,2016-09-02,0.08289099999999999,,暂无评级
3235,中信保诚至利混合C,混合型-灵活,2016-09-02,0.25705300000000003,,暂无评级
3238,新华外延增长主题灵活配置混合,混合型-灵活,2017-03-02,0.9283459999999999,,暂无评级
3239,博时安祺6个月定开债A,债券型-长债,2016-09-29,7.05,,暂无评级
3240,博时安祺6个月定开债C,债券型-长债,2016-09-29,0.010766,,暂无评级
3241,创金合信量化发现混合A,混合型-灵活,2016-09-27,0.32721300000000003,,暂无评级
3242,创金合信量化发现混合C,混合型-灵活,2016-09-27,0.191448,,暂无评级
3243,摩根中国世纪混合(QDII)人民币,QDII-混合灵活,2016-11-11,0.9876959999999999,,暂无评级
3244,摩根中国世纪混合(QDII)美元现钞,QDII-混合灵活,2016-11-11,0.9876959999999999,,暂无评级
3245,摩根中国世纪混合(QDII)美元现汇,QDII-混合灵活,2016-11-11,0.9876959999999999,,暂无评级
3246,华泰柏瑞天添宝货币A,货币型-普通货币,2016-09-22,3.32,,暂无评级
3252,大成添益交易型货币A,货币型-普通货币,2016-09-29,8.79,,暂无评级
3253,大成添益交易型货币B,货币型-普通货币,2016-09-29,10.68,,暂无评级
3254,前海开源鼎裕债券A,债券型-混合二级,2016-09-23,0.093115,,暂无评级
3255,前海开源鼎裕债券C,债券型-混合二级,2016-09-23,0.017703999999999998,,暂无评级
3258,博时富祥纯债债券A,债券型-长债,2016-11-10,39.26,,暂无评级
3259,博时聚利3个月定开债发起式,债券型-长债,2016-09-18,64.45,,暂无评级
3260,博时利发纯债债券A,债券型-长债,2016-09-07,3.9,,暂无评级
3264,新华活期添利货币B,货币型-普通货币,2016-08-29,62.25,,暂无评级
3265,招商招坤纯债A,债券型-长债,2016-10-18,34.02,,暂无评级
3266,招商招坤纯债C,债券型-长债,2016-10-18,4.67,,暂无评级
3267,新华壹诺宝货币B,货币型-普通货币,2016-10-24,5.89,,暂无评级
3268,博时悦楚纯债债券A,债券型-长债,2016-09-09,15.32,,暂无评级
3269,招商招乾3个月定开债A,债券型-长债,2016-10-26,48.75,,暂无评级
3270,招商招乾3个月定开债C,债券型-长债,2016-10-26,0.0,,暂无评级
3275,国联安添利增长债A,债券型-混合二级,2016-09-29,7.73,,暂无评级
3276,国联安添利增长债C,债券型-混合二级,2016-09-29,1.49,,暂无评级
3277,中信保诚稳瑞债券A,债券型-长债,2016-09-09,21.59,,暂无评级
3278,中信保诚稳瑞债券C,债券型-长债,2016-09-09,0.00022,,暂无评级
3280,鹏华丰恒债券A,债券型-长债,2016-09-22,84.3,,暂无评级
3281,广发活期宝货币B,货币型-普通货币,2016-09-02,1218.84,,暂无评级
3282,中信保诚至裕混合A,混合型-灵活,2016-09-29,4.11,,暂无评级
3283,中信保诚至裕混合C,混合型-灵活,2016-09-29,2.56,,暂无评级
3284,中邮医药健康灵活配置混合A,混合型-灵活,2016-12-13,1.59,,暂无评级
3285,国寿安保安康纯债债券,债券型-长债,2016-09-02,131.8,,暂无评级
3286,平安惠享纯债A,债券型-混合一级,2016-10-27,9.18,,暂无评级
3287,中信保诚稳益A,债券型-长债,2016-09-09,16.16,,暂无评级
3288,中信保诚稳益C,债券型-长债,2016-09-09,0.0007160000000000001,,暂无评级
3289,创金合信尊泰纯债债券,债券型-长债,2016-10-21,10.34,,暂无评级
3290,长城久稳债券A,债券型-长债,2016-11-11,1.79,,暂无评级
3291,信澳健康中国混合A,混合型-灵活,2017-08-18,7.66,,暂无评级
3292,嘉实优势成长混合A,混合型-灵活,2016-12-01,5.05,,暂无评级
3293,易方达科瑞混合,混合型-灵活,2017-01-03,25.14,,暂无评级
3294,嘉实新趋势混合C,混合型-灵活,2024-04-22,0.24012199999999997,,暂无评级
3295,南方安裕混合A,混合型-偏债,2016-11-15,6.96,,暂无评级
3297,招商双债增强债券(LOF)E,债券型-混合一级,2019-03-06,7.67,,暂无评级
3298,嘉实物流产业股票A,股票型,2016-12-29,4.55,,暂无评级
3299,嘉实物流产业股票C,股票型,2016-12-29,2.45,,暂无评级
3300,华夏圆和混合A,混合型-灵活,2016-12-29,0.247389,,暂无评级
3301,华夏鼎融债券A,债券型-混合二级,2016-11-07,8.3,,暂无评级
3302,华夏鼎融债券C,债券型-混合二级,2016-11-07,0.754343,,暂无评级
3304,前海开源沪港深核心资源混合A,混合型-灵活,2016-10-17,2.9,,暂无评级
3305,前海开源沪港深核心资源混合C,混合型-灵活,2016-10-17,1.52,,暂无评级
3308,中信建投睿利A,混合型-灵活,2016-12-07,0.183944,,暂无评级
3309,兴业启元一年定开债A,债券型-混合一级,2016-10-27,4.38,,暂无评级
3310,兴业启元一年定开债C,债券型-混合一级,2016-10-27,0.06777999999999999,,暂无评级
3313,中银睿享定开债券,债券型-长债,,,,
3314,浙商惠南纯债债券,债券型-长债,,,,
3315,景顺长城政策性金融债A,债券型-长债,2017-01-25,68.49,,暂无评级
3316,中银证券现金管家货币A,货币型-普通货币,2016-12-07,64.65,,暂无评级
3317,中银证券现金管家货币B,货币型-普通货币,2016-12-07,15.16,,暂无评级
3318,景顺长城中证500行业中性低波动指数A,指数型-股票,2017-03-03,10.09,,暂无评级
3321,易方达原油C类人民币,QDII-商品,2016-12-19,0.252044,,暂无评级
3322,易方达原油A类美元汇,QDII-商品,2016-12-19,0.46813,,暂无评级
3323,易方达原油C类美元汇,QDII-商品,2016-12-19,0.252044,,暂无评级
3324,东方永兴18个月定开债A,债券型-长债,2016-11-02,19.89,,暂无评级
3325,东方永兴18个月定开债C,债券型-长债,2016-11-02,2.62,,暂无评级
3327,万家鑫璟纯债A,债券型-长债,2016-09-18,8.22,,暂无评级
3328,万家鑫璟纯债C,债券型-长债,2016-09-18,5.5,,暂无评级
3329,万家鑫安纯债债券A,债券型-长债,2016-09-18,3.6,,暂无评级
3330,万家鑫安纯债债券C,债券型-长债,2016-09-18,0.773618,,暂无评级
3331,博时乐臻定开混合,混合型-偏债,2016-09-29,1.02,,暂无评级
3333,泰信智选成长灵活配置混合A,混合型-灵活,2016-12-21,0.20900700000000003,,暂无评级
3336,长江收益增强债券,债券型-混合二级,2016-10-17,1.93,,暂无评级
3337,南方颐元定开债券发起,债券型-长债,2016-09-26,15.68,,暂无评级
3341,工银瑞盈18个月定开债,债券型-混合二级,2016-11-02,7.61,,暂无评级
3343,鹏华弘惠灵活配置混合A,混合型-灵活,2016-09-27,0.024175,,暂无评级
3344,鹏华弘惠灵活配置混合C,混合型-灵活,2016-09-27,0.023536,,暂无评级
3345,安信新成长混合A,混合型-灵活,2016-09-29,4.81,,暂无评级
3346,安信新成长混合C,混合型-灵活,2016-09-29,0.196448,,暂无评级
3349,长信稳益纯债债券A,债券型-长债,,,,
3357,嘉实稳祥纯债债券C,债券型-长债,2016-09-14,7.86,,暂无评级
3358,易方达中债7-10年期国开行债券指数A,指数型-固收,2016-09-27,36.01,,暂无评级
3359,大成360互联网+大数据100C,指数型-股票,2017-01-18,6.51,,暂无评级
3360,前海开源瑞和债券A,债券型-混合二级,2017-03-30,5.81,,暂无评级
3361,前海开源瑞和债券C,债券型-混合二级,2017-03-30,21.79,,暂无评级
3363,长江乐享货币A,货币型-普通货币,2016-10-26,0.060849,,暂无评级
3364,长江乐享货币B,货币型-普通货币,2016-10-26,5.11,,暂无评级
3365,长江乐享货币C,货币型-普通货币,,,,
3373,大成景禄灵活配置混合A,混合型-灵活,2016-09-29,0.107313,,暂无评级
3374,大成景禄灵活配置混合C,混合型-灵活,2016-09-29,0.033249,,暂无评级
3376,广发中债7-10年国开债指数A,指数型-固收,2016-09-26,91.34,,暂无评级
3377,广发中债7-10年国开债指数C,指数型-固收,2016-09-26,35.06,,暂无评级
3378,泰康策略优选混合,混合型-灵活,2016-11-28,14.37,,暂无评级
3379,中信保诚至选混合A,混合型-灵活,2016-11-08,5.02,,暂无评级
3380,中信保诚至选混合C,混合型-灵活,2016-11-08,1.02,,暂无评级
3382,民生加银鑫享债券A,债券型-混合一级,2016-10-31,0.399254,,暂无评级
3383,民生加银鑫享债券C,债券型-混合一级,2016-10-31,1.29,,暂无评级
3384,金鹰添盈纯债债券A,债券型-长债,2017-01-11,4.4,,暂无评级
3385,工银全球美元债A人民币,QDII-纯债,2017-01-23,7.6,,暂无评级
3386,工银全球美元债A美元现汇,QDII-纯债,2017-01-23,7.6,,暂无评级
3387,工银全球美元债C,QDII-纯债,2017-01-23,0.7948430000000001,,暂无评级
3388,招商招益宝货币A,货币型-普通货币,2017-02-23,23.37,,暂无评级
3389,招商招益宝货币B,货币型-普通货币,2017-02-23,205.46,,暂无评级
3390,江信一年定开,债券型-混合一级,2017-04-17,0.518891,,暂无评级
3391,建信天添益货币A,货币型-普通货币,2016-10-18,108.09,,暂无评级
3392,建信天添益货币B,货币型-普通货币,2016-10-18,0.50212,,暂无评级
3393,建信天添益货币C,货币型-普通货币,2016-10-18,608.97,,暂无评级
3395,安信尊享纯债,债券型-长债,2016-09-29,19.57,,暂无评级
3396,东方红优享红利混合A,混合型-灵活,2016-10-31,12.62,,暂无评级
3397,银华体育文化灵活配置混合A,混合型-灵活,2016-11-17,2.91,,暂无评级
3398,太平日日金货币A,货币型-普通货币,2016-11-04,3.52,,暂无评级
3399,太平日日金货币B,货币型-普通货币,2016-11-04,3.43,,暂无评级
3400,建信恒瑞债券,债券型-混合一级,2016-11-16,13.67,,暂无评级
3401,工银可转债债券,债券型-混合二级,2016-12-14,28.92,,暂无评级
3402,安信活期宝货币A,货币型-普通货币,2016-10-17,15.11,,暂无评级
3403,华商瑞丰短债债券A,债券型-中短债,2017-03-01,44.8,,暂无评级
3406,南方多元定开债券,债券型-长债,,,,
3407,景顺长城景泰丰利纯债债券A,债券型-长债,2017-01-13,75.58,,暂无评级
3408,景顺长城景泰丰利纯债债券C,债券型-长债,2017-01-13,1.39,,暂无评级
3411,鹏华弘康灵活配置混合A,混合型-灵活,2016-09-29,4.47,,暂无评级
3412,鹏华弘康灵活配置混合C,混合型-灵活,2016-09-29,57.28,,暂无评级
3413,华泰柏瑞新经济沪港深混合A,混合型-灵活,2016-11-25,1.03,,暂无评级
3417,中加丰泽纯债债券A,债券型-长债,2016-12-19,53.11,,暂无评级
3418,华润元大润鑫债券A,债券型-长债,2016-10-17,2.3,,暂无评级
3422,国寿安保添利货币A,货币型-普通货币,2016-12-27,6.96,,暂无评级
3423,国寿安保添利货币B,货币型-普通货币,2016-12-27,24.25,,暂无评级
3424,江信洪福纯债,债券型-长债,2016-12-07,7.55,,暂无评级
3425,江信添福A,债券型-混合一级,,,,
3426,江信添福C,债券型-混合一级,,,,
3428,中加丰盈一年定开债,债券型-混合一级,2016-11-02,20.82,,暂无评级
3429,中证兴业中高等级信用债指数A,指数型-固收,2016-11-04,0.404808,,暂无评级
3432,中信保诚至瑞混合A,混合型-灵活,2016-10-21,1.32,,暂无评级
3433,中信保诚至瑞混合C,混合型-灵活,2016-10-21,0.5717899999999999,,暂无评级
3434,博时鑫泽灵活配置混合A,混合型-灵活,2016-10-17,1.15,,暂无评级
3435,博时鑫泽灵活配置混合C,混合型-灵活,2016-10-17,0.035532999999999995,,暂无评级
3438,招商招怡纯债A,债券型-长债,2016-11-08,0.003882,,暂无评级
3439,招商招怡纯债C,债券型-长债,2016-11-08,0.007319,,暂无评级
3440,招商招享纯债A,债券型-长债,2017-03-17,0.010839,,暂无评级
3441,招商招享纯债C,债券型-长债,2017-03-17,0.0,,暂无评级
3442,招商招惠3个月定期开放债券A,债券型-长债,2016-12-07,53.14,,暂无评级
3443,招商招惠3个月定期开放债券C,债券型-长债,,,,
3445,中加丰享纯债债券,债券型-长债,,,,
3446,英大睿鑫A,混合型-灵活,2016-11-23,0.515295,,暂无评级
3447,英大睿鑫C,混合型-灵活,2016-11-23,0.018327,,暂无评级
3448,招商招华纯债A,债券型-长债,,,,
3449,招商招华纯债C,债券型-长债,2016-12-21,2.63,,暂无评级
3450,招商招信定开债A,债券型-长债,2017-03-10,48.19,,暂无评级
3451,招商招信定开债C,债券型-长债,2017-03-10,48.19,,暂无评级
3452,招商招盛纯债A,债券型-长债,,,,
3453,招商招盛纯债C,债券型-长债,2016-10-26,0.0,,暂无评级
3454,招商招通纯债A,债券型-长债,2016-10-20,15.68,,暂无评级
3455,招商招通纯债C,债券型-长债,,,,
3456,信澳新目标灵活配置混合A,混合型-灵活,2016-10-19,1.59,,暂无评级
3457,国泰润泰纯债债券A,债券型-长债,2017-03-01,12.12,,暂无评级
3458,嘉实稳宏债券A,债券型-混合二级,2017-06-02,6.63,,暂无评级
3459,嘉实稳宏债券C,债券型-混合二级,2017-06-02,3.63,,暂无评级
3460,嘉实现金宝货币A,货币型-普通货币,,,,
3461,嘉实稳元纯债债券A,债券型-长债,2017-03-09,8.34,,暂无评级
3465,平安金管家货币A,货币型-普通货币,2016-12-07,78.96,,暂无评级
3467,富荣货币A,货币型-普通货币,2016-12-26,1.05,,暂无评级
3468,富荣货币B,货币型-普通货币,2016-12-26,65.06,,暂无评级
3471,前海联合添鑫3个月开债A,债券型-混合二级,2016-10-18,0.009679,,暂无评级
3472,前海联合添鑫3个月开债C,债券型-混合二级,2016-10-18,0.007916,,暂无评级
3473,南方天天利货币A,货币型-普通货币,2016-10-20,90.97,,暂无评级
3474,南方天天利货币B,货币型-普通货币,2016-10-20,1544.66,,暂无评级
3476,南方安颐混合,混合型-偏债,2016-12-14,0.439989,,暂无评级
3478,民生加银腾元宝货币A,货币型-普通货币,2016-12-02,0.461505,,暂无评级
3479,财通资管鑫管家货币A,货币型-普通货币,2016-10-25,27.02,,暂无评级
3480,财通资管鑫管家货币B,货币型-普通货币,2016-10-25,127.6,,暂无评级
3481,光大保德信耀钱包货币B,货币型-普通货币,2016-12-21,6.97,,暂无评级
3482,交银天鑫宝货币A,货币型-普通货币,2016-12-07,1.23,,暂无评级
3483,交银天鑫宝货币E,货币型-普通货币,,,,
3484,金鹰鑫益混合A,混合型-灵活,2016-11-16,1.56,,暂无评级
3485,金鹰鑫益混合C,混合型-灵活,2016-11-16,1.21,,暂无评级
3486,平安惠隆纯债A,债券型-长债,2016-11-23,10.67,,暂无评级
3487,平安惠融纯债,债券型-长债,,,,
3494,富国天惠成长混合C,混合型-偏股,2017-03-23,19.0,,暂无评级
3495,鹏华弘尚混合A,混合型-灵活,2016-10-25,0.7467699999999999,,暂无评级
3496,鹏华弘尚混合C,混合型-灵活,2016-10-25,3.48,,暂无评级
3498,前海联合添和纯债A,债券型-长债,2016-12-07,0.018192,,暂无评级
3499,前海联合添和纯债C,债券型-长债,2016-12-07,0.006901000000000001,,暂无评级
3500,鑫元聚利债券,债券型-长债,2016-10-27,21.17,,暂无评级
3501,宏利睿智稳健混合A,混合型-灵活,2016-11-23,10.08,,暂无评级
3502,金鹰鑫瑞混合A,混合型-灵活,2016-12-06,2.91,,暂无评级
3503,金鹰鑫瑞混合C,混合型-灵活,2016-12-06,2.21,,暂无评级
3504,景顺长城景颐丰利债券A,债券型-混合二级,,,,
3505,景顺长城景颐丰利债券C,债券型-混合二级,2017-01-18,0.070393,,暂无评级
3510,长盛可转债债券A,债券型-混合二级,2016-12-07,0.6016229999999999,,暂无评级
3511,长盛可转债债券C,债券型-混合二级,2016-12-07,0.522921,,暂无评级
3513,中邮消费升级,混合型-灵活,2016-12-15,0.33352600000000004,,暂无评级
3515,国泰利是宝货币,货币型-普通货币,2016-12-22,1415.28,,暂无评级
3516,国泰融安多策略灵活配置混合A,混合型-灵活,2017-07-03,4.93,,暂无评级
3517,国泰润利纯债债券A,债券型-长债,2017-02-27,7.11,,暂无评级
3518,万家鑫瑞纯债A,债券型-混合一级,2017-06-07,0.006848000000000001,,暂无评级
3519,万家鑫瑞纯债E,债券型-混合一级,,,,
