基金代码,基金简称,基金类型,成立时间,最新规模,股票,债券,现金,其他
002863,金信深圳成长混合A,混合型-灵活,2016-12-22,2.06,77.78,0,7.72,14.74
002864,广发安泽短债债券A,债券型-中短债,2016-06-17,13.32,0,133.14,0.12,0.04
002865,广发安泽短债债券C,债券型-中短债,2016-06-17,6.16,0,133.14,0.12,0.04
002868,鹏华丰茂债券,债券型-长债,2016-06-28,10.83,0,113.94,1.35,0.0
002869,融通通裕定开债,债券型-长债,2016-11-02,11.56,0,121.62,0.14,7.81
002871,华夏智胜价值成长A,股票型,2016-08-09,3.02,90.14,0.49,5.99,15.58
002872,华夏智胜价值成长C,股票型,2016-08-09,1.34,90.14,0.49,5.99,15.58
002877,华夏大中华信用债A,QDII-纯债,2016-07-27,1.11,0,84.6,16.16,5.82
002878,华夏大中华信用债美元现汇A,QDII-纯债,2016-07-27,1.11,0,84.6,16.16,5.82
002879,华夏大中华信用债美元现钞A,QDII-纯债,2016-07-27,1.11,0,84.6,16.16,5.82
002880,华夏大中华信用债C,QDII-纯债,2016-07-27,0.37401,0,84.6,16.16,5.82
002881,中加丰润纯债债券A,债券型-长债,2016-06-17,44.01,0,123.47,0.05,0.09
002882,中加丰润纯债债券C,债券型-长债,2016-06-17,32.9,0,123.47,0.05,0.09
002883,华润元大现金通货币A,货币型-普通货币,2016-07-27,0.1561519999999999,0,53.18,17.66,29.21
002884,华润元大现金通货币B,货币型-普通货币,2016-07-27,18.84,0,53.18,17.66,29.21
002885,大摩万众创新混合A,混合型-灵活,2017-12-04,0.305725,92.36,0,8.07,2.44
002889,交银天利宝货币A,货币型-普通货币,2016-10-19,36.23,0,57.78,34.87,7.38
002890,交银天利宝货币E,货币型-普通货币,2016-10-19,110.13,0,57.78,34.87,7.38
002891,华夏移动互联混合人民币,QDII-混合灵活,2016-12-14,4.29,76.22,5.05,3.05,19.41
002892,华夏移动互联混合美元现汇,QDII-混合灵活,2016-12-14,4.29,76.22,5.05,3.05,19.41
002893,华夏移动互联混合美元现钞,QDII-混合灵活,2016-12-14,4.29,76.22,5.05,3.05,19.41
002894,华夏天利货币A,货币型-普通货币,2016-10-13,76.85,0,54.41,51.64,28.22
002895,华夏天利货币B,货币型-普通货币,2016-10-13,0.687453,0,54.41,51.64,28.22
002898,富国两年期理财债券A,债券型-长债,2016-12-01,202.19,0,119.36,13.88,0
002899,富国两年期理财债券C,债券型-长债,2016-12-01,0.0,0,119.36,13.88,0
002900,南方中证500信息技术联接A,指数型-股票,2016-08-17,2.35,2.51,1.38,3.46,94.11
002901,财通资管积极收益债券A,债券型-混合二级,2016-07-19,2.03,12.75,110.24,4.54,0.1
002902,财通资管积极收益债券C,债券型-混合二级,2016-07-19,0.097795,12.75,110.24,4.54,0.1
002903,广发中证500ETF联接C,指数型-股票,2016-06-15,11.54,0,0,7.46,93.01
002904,博时安仁一年定开发起式债券A,债券型-长债,2016-06-24,15.33,0,147.51,0.35,0.14
002905,博时安仁一年定开发起式债券C,债券型-长债,2016-06-24,0.0,0,147.51,0.35,0.14
002906,南方中证500量化增强A,指数型-股票,2016-11-23,4.76,93.16,0,6.44,0.64
002907,南方中证500量化增强C,指数型-股票,2016-11-23,1.04,93.16,0,6.44,0.64
002908,富国睿利定开混合发起A,混合型-偏债,2016-09-29,0.54033,39.94,58.61,1.16,3.45
002910,易方达供给改革混合,混合型-灵活,2017-01-25,62.06,83.21,0.02,7.52,9.59
002912,兴业稳天盈货币A,货币型-普通货币,2016-07-15,43.89,0,38.29,32.24,37.49
002915,鑫元裕利债券,债券型-长债,2016-07-13,11.35,0,120.85,0.08,0
002917,嘉实活钱包货币E,货币型-普通货币,,,0,18.61,80.07,10.36
002918,交银现金宝货币E,货币型-普通货币,,,0,32.59,53.74,13.92
002919,东吴智慧医疗量化混合A,混合型-灵活,2016-08-11,1.1,92.43,0,5.49,8.54
002920,中欧短债债券A,债券型-中短债,2017-02-24,22.21,0,119.0,0.28,0.12
002923,兴业聚惠混合C,混合型-偏债,2016-07-01,1.14,5.38,88.73,0.99,4.99
002924,华商瑞鑫定开债,债券型-混合二级,2016-08-24,1.1,20.32,94.43,5.47,1.67
002925,广发集源债券A,债券型-混合二级,2017-01-20,76.34,15.82,91.79,1.97,9.48
002926,广发集源债券C,债券型-混合二级,2017-01-20,1.63,15.82,91.79,1.97,9.48
002927,长盛盛和纯债A,债券型-长债,2016-07-05,21.72,0,125.86,0.32,2.98
002928,长盛盛和纯债C,债券型-长债,2016-07-05,0.713015,0,125.86,0.32,2.98
002929,博时聚盈纯债债券,债券型-长债,2016-07-27,13.18,0,113.51,0.37,18.9
002930,博时聚润纯债债券A,债券型-长债,2016-08-30,10.19,0,99.73,0.32,0.0
002932,圆信永丰强化收益A,债券型-混合二级,2016-07-27,8.6,16.74,106.52,2.35,0.01
002933,圆信永丰强化收益C,债券型-混合二级,2016-07-27,0.4813699999999999,16.74,106.52,2.35,0.01
002934,泰康恒泰回报混合A,混合型-灵活,2016-07-13,0.114436,18.55,88.37,1.36,0.26
002935,泰康恒泰回报混合C,混合型-灵活,2016-07-13,1.61,18.55,88.37,1.36,0.26
002936,华夏沃利货币A,货币型-普通货币,,,0,38.38,34.65,33.71
002937,华夏沃利货币B,货币型-普通货币,,,0,38.38,34.65,33.71
002938,中银证券健康产业混合,混合型-灵活,2016-09-07,1.87,93.37,0.49,5.89,1.69
002939,广发创新升级混合,混合型-灵活,2016-08-24,37.82,92.99,0.4,6.7,0.14
002943,广发多因子混合,混合型-灵活,2016-12-30,106.49,94.76,1.92,3.36,0.68
002945,大成盛世精选混合A,混合型-灵活,2017-12-20,1.14,91.24,0,8.97,0.08
002946,大成景盛一年定开债A,债券型-混合二级,2016-11-08,0.709715,16.69,88.01,6.66,4.19
002947,大成景盛一年定开债C,债券型-混合二级,2016-11-08,0.007199,16.69,88.01,6.66,4.19
002952,建信多因子量化股票,股票型,2016-08-09,0.158543,94.22,0,11.94,4.82
002955,融通新趋势灵活配置混合,混合型-灵活,2016-08-17,0.313259,92.05,0,15.74,0.01
002956,融通新趋势灵活配置混合(后端),混合型-灵活,,,,,,
002957,财通财通宝货币A,货币型-普通货币,2016-07-27,2.51,0,33.67,32.7,33.66
002958,财通财通宝货币B,货币型-普通货币,2016-07-27,217.76,0,33.67,32.7,33.66
002959,汇添富盈泰混合,混合型-灵活,2016-08-03,2.75,89.32,4.43,2.05,4.44
002960,博时合利货币B,货币型-普通货币,2016-08-03,54.35,0,46.11,37.41,16.51
002961,中欧双利债券A,债券型-混合二级,2016-11-23,35.97,18.26,102.95,0.72,1.68
002962,中欧双利债券C,债券型-混合二级,2016-11-23,3.62,18.26,102.95,0.72,1.68
002963,易方达黄金ETF联接C,指数型-其他,2016-07-01,57.64,0,1.99,5.23,94.66
002964,国投瑞银顺鑫定开,债券型-长债,2016-07-13,15.96,0,126.97,0.28,0
002965,中海合嘉增强收益债券A,债券型-混合二级,2016-08-24,4.55,0,99.52,1.34,1.37
002966,中海合嘉增强收益债券C,债券型-混合二级,2016-08-24,0.015767,0,99.52,1.34,1.37
002967,浙商大数据智选消费混合A,混合型-灵活,2017-01-11,2.54,93.39,0,12.44,0.15
002969,易方达丰和债券A,债券型-混合二级,2016-11-23,55.57,17.83,112.04,0.97,5.77
002970,博时裕昂纯债债券A,债券型-长债,2016-07-15,20.41,0,119.66,0.19,0.0
002971,前海开源鼎安债券A,债券型-混合二级,2016-07-19,0.100469,5.19,82.14,1.76,16.49
002972,前海开源鼎安债券C,债券型-混合二级,2016-07-19,0.203828,5.19,82.14,1.76,16.49
002974,广发信息技术联接C,指数型-股票,2016-07-06,3.44,3.22,0.97,4.2,92.45
002977,广发中证全指可选消费联接C,指数型-股票,2016-07-06,0.4545939999999999,0,0.15,5.36,95.34
002978,广发医药卫生联接C,指数型-股票,2016-07-06,3.06,2.75,0.26,4.81,92.68
002979,广发中证全指金融地产联接C,指数型-股票,2016-07-06,4.68,0.19,0,5.15,96.59
002980,华夏创新前沿股票,股票型,2016-09-07,27.24,90.26,0,9.07,1.51
002982,广发养老指数C,指数型-股票,2016-07-06,0.822558,94.3,0.3,5.35,0.43
002983,长信国防军工量化混合A,混合型-灵活,2017-01-05,5.32,94.11,0,6.32,1.95
002984,广发中证环保ETF联接C,指数型-股票,2016-07-06,3.05,0.14,0.72,4.58,95.18
002985,中银季季红定开债,债券型-混合一级,2016-07-15,3.94,0,132.74,0.96,0.38
002986,泰康丰盈债券A,债券型-混合二级,2016-08-24,1.51,13.98,118.02,0.52,2.16
002987,广发沪深300ETF联接C,指数型-股票,2016-07-06,38.4,6.37,0.22,10.2,87.33
002988,平安鼎信债券A,债券型-混合二级,2016-07-21,7.19,13.6,110.14,0.89,4.9
002989,融通通乾研究精选混合,混合型-灵活,2016-08-12,2.94,91.48,0,6.08,3.52
002991,嘉实稳鑫纯债债券,债券型-长债,2016-07-15,32.18,0,114.06,2.48,0
002994,招商招裕纯债A,债券型-长债,2016-07-28,38.21,0,104.46,0.03,0.0
002995,招商招裕纯债C,债券型-长债,2016-07-28,0.004226,0,104.46,0.03,0.0
002996,长信稳健纯债债券A,债券型-长债,2016-12-13,15.13,0,108.21,0.1,0.0
002997,工银瑞享纯债债券A,债券型-混合一级,2016-08-25,0.703746,0,110.89,1.45,3.98
003002,国金及第中短债债券A,债券型-中短债,2016-08-04,33.86,0,117.75,0.2,1.47
003003,华夏现金增利货币A/E,货币型-普通货币,2004-04-07,461.4,0,23.66,46.09,40.16
003009,国联盈泽中短债A,债券型-中短债,2017-03-27,46.46,0,93.48,2.26,8.32
003010,国联盈泽中短债C,债券型-中短债,2017-03-27,9.87,0,93.48,2.26,8.32
003013,国联恒泰纯债A,债券型-混合一级,2016-12-27,22.57,0,135.35,0.05,0.0
003014,国联恒泰纯债C,债券型-混合一级,2016-12-27,0.007391,0,135.35,0.05,0.0
003015,中金沪深300A,指数型-股票,2016-07-22,9.38,94.24,5.23,1.87,1.13
003016,中金中证500A,指数型-股票,2016-07-22,5.47,94.09,5.32,0.93,4.26
003017,广发中证军工ETF联接A,指数型-股票,2016-09-26,6.75,4.38,0.11,4.98,92.24
003022,建信现金添益货币A,货币型-普通货币,2016-09-02,155.05,0,41.71,42.0,28.87
003023,博时景发纯债债券A,债券型-长债,2016-08-03,9.57,0,100.55,0.37,4.35
003024,平安惠金定开债A,债券型-混合一级,2016-11-02,1.26,0,125.84,9.43,7.32
003025,新华红利回报混合,混合型-灵活,2017-03-27,1.65,53.13,40.53,8.09,4.88
003026,安信新价值混合A,混合型-灵活,2016-08-19,0.098824,18.97,60.33,22.07,0.11
003027,安信新价值混合C,混合型-灵活,2016-08-19,0.481702,18.97,60.33,22.07,0.11
003028,安信新优选混合A,混合型-灵活,2016-07-28,0.072913,29.81,19.07,14.22,39.87
003029,安信新优选混合C,混合型-灵活,2016-07-28,0.55681,29.81,19.07,14.22,39.87
003030,安信新目标混合A,混合型-灵活,2016-08-09,1.68,6.21,98.47,0.79,10.31
003031,安信新目标混合C,混合型-灵活,2016-08-09,2.39,6.21,98.47,0.79,10.31
003032,平安医疗健康混合A,混合型-灵活,2017-11-24,3.14,94.48,0,7.15,1.25
003034,平安交易型货币A,货币型-普通货币,2016-09-23,567.82,0,30.84,36.63,38.18
003037,广发集瑞债券A,债券型-混合二级,2016-11-18,3.3,19.24,99.27,6.28,0.01
003038,广发集瑞债券C,债券型-混合二级,2016-11-18,0.0,19.24,99.27,6.28,0.01
003039,广发集富纯债A,债券型-长债,2017-01-13,10.02,0,119.39,0.47,0.03
003040,广发集富纯债C,债券型-长债,2017-01-13,0.058421,0,119.39,0.47,0.03
003041,鑫元得利债券,债券型-长债,2016-08-17,10.21,0,111.69,0.08,0
003042,交银活期通货币A,货币型-普通货币,2016-07-27,1148.14,0,27.39,51.36,21.31
003043,交银活期通货币E,货币型-普通货币,,,0,27.39,51.36,21.31
003044,东方红战略精选混合A,混合型-偏债,2016-08-30,6.66,21.21,97.88,1.86,1.36
003045,东方红战略精选混合C,混合型-偏债,2016-08-30,1.87,21.21,97.88,1.86,1.36
003050,农银汇理金丰一年定开债,债券型-混合一级,,,0,80.81,0.91,18.43
003053,嘉实文体娱乐股票A,股票型,2016-09-07,2.37,94.37,2.91,2.77,0.32
003054,嘉实文体娱乐股票C,股票型,2016-09-07,5.42,94.37,2.91,2.77,0.32
003056,嘉实稳泽纯债债券A,债券型-长债,2016-09-13,54.01,0,106.24,0.1,3.39
003062,银华通利混合A,混合型-灵活,2016-08-05,0.147645,28.13,47.04,20.62,13.95
003063,银华通利混合C,混合型-灵活,2016-08-05,0.128937,28.13,47.04,20.62,13.95
003069,光大创业板量化优选A,股票型,2018-02-13,0.7110310000000001,94.21,0,5.4,1.64
003070,光大创业板量化优选C,股票型,2020-01-02,1.54,94.21,0,5.4,1.64
003071,国联睿祥纯债A,债券型-长债,2017-08-24,81.2,0,129.04,0.01,0.03
003072,国联睿祥纯债C,债券型-长债,2017-08-24,19.29,0,129.04,0.01,0.03
003073,宏利汇利债券A,债券型-长债,2016-08-30,6.46,0,84.64,0.31,15.52
003074,宏利汇利债券C,债券型-长债,2016-08-30,0.397362,0,84.64,0.31,15.52
003075,国联货币E,货币型-普通货币,,,0,50.45,19.92,42.18
003078,泰康安惠纯债债券A,债券型-长债,2016-12-26,23.24,0,104.51,0.01,0.34
003081,国联银行间1-3年中高等级信用债指数A,指数型-固收,2016-12-27,15.71,0,130.81,0.03,0.0
003082,国联银行间1-3年中高等级信用债指数C,指数型-固收,2016-12-27,0.0492649999999999,0,130.81,0.03,0.0
003092,华商丰利增强定开债A,债券型-混合二级,2016-09-20,5.61,21.66,87.24,2.01,0.02
003093,华商丰利增强定开债C,债券型-混合二级,2016-09-20,0.461941,21.66,87.24,2.01,0.02
003095,中欧医疗健康混合A,混合型-偏股,2016-09-29,184.44,94.55,0.28,4.89,0.95
003096,中欧医疗健康混合C,混合型-偏股,2016-09-29,189.84,94.55,0.28,4.89,0.95
003102,长盛盛裕纯债A,债券型-长债,2016-08-04,14.18,0,138.48,0.45,0.42
003103,长盛盛裕纯债C,债券型-长债,2016-08-04,5.36,0,138.48,0.45,0.42
003105,光大永鑫混合A,混合型-灵活,2016-08-19,0.030652,18.63,64.61,17.76,5.04
003106,光大永鑫混合C,混合型-灵活,2016-08-19,0.5333319999999999,18.63,64.61,17.76,5.04
003107,光大安祺债券A,债券型-混合二级,2017-01-11,5.47,15.94,81.8,18.81,0.13
003108,光大安祺债券C,债券型-混合二级,2017-01-11,0.032464,15.94,81.8,18.81,0.13
003109,光大安和债券A,债券型-混合二级,2017-01-05,4.34,17.04,107.59,6.24,2.07
003110,光大安和债券C,债券型-混合二级,2017-01-05,0.794399,17.04,107.59,6.24,2.07
003115,光大诚鑫混合A,混合型-灵活,2016-12-15,0.012156,92.09,0,10.65,0.12
003116,光大诚鑫混合C,混合型-灵活,2016-12-15,0.0446839999999999,92.09,0,10.65,0.12
003119,博时鑫源混合A,混合型-灵活,2016-08-24,0.152214,0,90.35,3.7,7.01
003120,博时鑫源混合C,混合型-灵活,2016-08-24,0.0633389999999999,0,90.35,3.7,7.01
003121,中信保诚稳利债券A,债券型-长债,2016-08-04,16.1,0,126.12,0.15,0
003123,天治鑫利纯债债券A,债券型-混合一级,2016-12-07,15.96,0,103.95,0.02,0.12
003124,天治鑫利纯债债券C,债券型-混合一级,,,0,103.95,0.02,0.12
003125,中科沃土沃鑫成长精选混合A,混合型-灵活,2016-10-25,0.0288439999999999,85.8,0,15.84,0.02
003126,长信易进混合A,混合型-偏债,2016-12-23,0.069257,20.4,24.11,8.21,47.99
003127,长信易进混合C,混合型-偏债,2016-12-23,0.489489,20.4,24.11,8.21,47.99
003130,中信保诚稳利债券C,债券型-长债,2016-08-04,0.001249,0,126.12,0.15,0
003131,国寿安保强国智造混合,混合型-灵活,2016-09-27,0.721439,91.53,1.98,7.17,0.76
003132,德邦新回报灵活配置混合A,混合型-灵活,2017-01-13,0.227263,94.02,0,5.51,0.94
003133,易方达裕鑫债券A,债券型-混合二级,2016-09-05,9.69,17.71,116.04,1.38,3.32
003134,易方达裕鑫债券C,债券型-混合二级,2016-09-05,0.26668,17.71,116.04,1.38,3.32
003135,金元顺安沣楹债券,债券型-混合二级,2016-09-22,7.75,14.15,93.39,1.45,0.52
003142,鹏华弘达混合A,混合型-灵活,2016-08-10,0.106188,0,55.61,48.6,0.03
003143,鹏华弘达混合C,混合型-灵活,2016-08-10,0.078025,0,55.61,48.6,0.03
003144,华宝新机遇混合(LOF)C,混合型-灵活,2016-08-04,1.69,33.68,60.1,5.61,2.87
003145,国联竞争优势,股票型,2016-09-07,1.18,93.81,5.06,4.76,3.22
003147,大成动态量化配置策略混合A,混合型-灵活,2016-09-20,0.185177,83.84,0.33,5.45,13.28
003152,华富天鑫灵活配置混合A,混合型-灵活,2016-12-29,0.505584,91.79,0.61,5.0,3.61
003153,华富天鑫灵活配置混合C,混合型-灵活,2016-12-29,0.167455,91.79,0.61,5.0,3.61
003154,华宝新活力混合,混合型-灵活,2016-09-07,0.515482,14.39,37.93,41.66,6.74
003155,中加丰尚纯债债券A,债券型-长债,2016-08-19,20.13,0,112.75,0.06,0.0
003156,招商招悦纯债A,债券型-长债,2016-08-24,64.94,0,102.64,0.72,1.88
003157,招商招悦纯债C,债券型-长债,2016-08-24,21.44,0,102.64,0.72,1.88
003159,万家恒瑞18个月定开债A,债券型-长债,2016-08-15,5.18,0,124.05,1.33,5.8
003160,万家恒瑞18个月定开债C,债券型-长债,2016-08-15,0.000124,0,124.05,1.33,5.8
003161,南方安泰混合A,混合型-偏债,2016-09-22,28.44,23.39,103.38,1.27,9.14
003162,博时富宁纯债债券,债券型-长债,2016-08-17,31.12,0,97.81,0.15,14.53
003163,金鹰添益3个月定开债,债券型-长债,2016-08-19,17.6,0,119.91,0.45,0
003164,建信现金添利货币B,货币型-普通货币,,,0,31.26,45.97,27.86
003165,鹏华弘嘉混合A,混合型-灵活,2016-08-19,3.31,93.24,4.89,1.59,0.73
003166,鹏华弘嘉混合C,混合型-灵活,2016-08-19,1.22,93.24,4.89,1.59,0.73
003167,前海开源鼎瑞债券A,债券型-混合二级,2016-08-16,0.073589,0,97.04,0.97,2.38
003168,前海开源鼎瑞债券C,债券型-混合二级,2016-08-16,0.24519,0,97.04,0.97,2.38
003169,长盛盛辉混合A,混合型-灵活,2016-08-16,1.46,50.27,84.5,1.44,0.01
003170,长盛盛辉混合C,混合型-灵活,2016-08-16,0.107142,50.27,84.5,1.44,0.01
003171,信澳慧理财货币A,货币型-普通货币,2016-09-18,54.92,0,43.58,14.38,42.08
003175,华泰柏瑞多策略混合A,混合型-灵活,2016-09-29,13.26,93.25,0,6.35,0.66
003176,德邦景颐债券A,债券型-混合二级,2016-08-26,1.82,0,142.67,1.13,2.77
003177,德邦景颐债券C,债券型-混合二级,2016-08-26,9.69,0,142.67,1.13,2.77
003179,山西裕利定开债,债券型-长债,2016-08-24,0.119528,0,84.6,19.44,0.03
003180,前海联合添利债券A,债券型-混合二级,2016-11-11,0.011686,5.81,91.63,5.85,0.05
003181,前海联合添利债券C,债券型-混合二级,2016-11-11,0.010947,5.81,91.63,5.85,0.05
003182,华富弘鑫混合A,混合型-灵活,2016-11-28,0.147086,13.97,86.65,2.68,0.13
003183,华富弘鑫混合C,混合型-灵活,2016-11-28,0.217518,13.97,86.65,2.68,0.13
003184,财通中证ESG100指数增强C,指数型-股票,2017-04-14,0.0,94.11,0,6.44,0.65
003185,建信货币B,货币型-普通货币,2016-09-19,434.06,0,32.79,37.53,38.65
003187,嘉实安益混合C,混合型-灵活,2016-08-25,14.78,9.41,97.0,1.29,2.59
003188,博时聚源纯债债券A,债券型-长债,2017-02-09,34.54,0,110.73,1.09,0.01
003189,汇添富保鑫灵活配置混合A,混合型-灵活,2016-09-29,0.533672,5.16,105.83,2.59,0.93
003190,创金合信消费主题股票A,股票型,2016-08-22,0.279911,82.52,0,18.37,3.67
003191,创金合信消费主题股票C,股票型,2016-08-22,0.931917,82.52,0,18.37,3.67
003192,创金合信尊丰纯债A,债券型-混合一级,2016-09-02,10.01,0,118.97,1.17,4.0
003193,创金合信尊智纯债债券A,债券型-长债,2017-06-16,17.06,0,110.76,1.98,0.0
003194,汇添富中证上海国企ETF联接A,指数型-股票,2016-09-18,1.76,0,0.17,5.03,95.64
003195,光大保德信永利债券A,债券型-长债,2017-02-17,8.14,0,100.41,0.25,0.01
003196,光大保德信永利债券C,债券型-长债,2017-02-17,0.010537,0,100.41,0.25,0.01
003197,光大安诚债券A,债券型-混合二级,2017-03-28,0.126753,19.11,96.44,2.85,1.89
003198,光大安诚债券C,债券型-混合二级,2017-03-28,0.126821,19.11,96.44,2.85,1.89
003199,长盛盛琪一年债券A,债券型-长债,2016-09-27,6.33,0,121.54,0.06,15.79
003200,长盛盛琪一年债券C,债券型-长债,2016-09-27,0.005137,0,121.54,0.06,15.79
003204,财通收益增强债券C,债券型-混合二级,2017-04-14,1.59,19.49,80.81,0.63,1.45
003205,财通可转债债券C,债券型-混合二级,2017-04-14,0.159817,19.99,102.69,2.55,1.1
003206,博时合鑫货币B,货币型-普通货币,2016-10-12,39.61,0,63.27,41.49,9.95
003207,博时富发纯债债券A,债券型-长债,2016-09-07,4.48,0,100.98,3.18,17.03
003209,鹏华丰达债券A,债券型-长债,2016-08-30,15.07,0,103.56,1.98,0.0
003210,博时智臻纯债债券A,债券型-长债,2016-08-30,0.131493,0,99.72,0.61,0.01
003213,中银悦享定期开放债券发起式,债券型-长债,2016-09-28,220.39,0,93.77,6.27,0
003214,易方达富惠纯债债券A,债券型-长债,2016-08-24,2.8,0,125.98,3.75,3.27
003218,前海开源祥和债券A,债券型-混合二级,2016-11-28,10.27,0.1,82.23,2.08,24.54
003219,前海开源祥和债券C,债券型-混合二级,2016-11-28,4.17,0.1,82.23,2.08,24.54
003220,浙商惠利纯债A,债券型-长债,2016-09-27,11.08,0,97.73,0.14,2.17
003221,新华丰利债券A,债券型-混合二级,2016-10-26,10.83,9.6,98.47,8.95,0.77
003222,新华丰利债券C,债券型-混合二级,2016-10-26,2.94,9.6,98.47,8.95,0.77
003223,广发景丰纯债A,债券型-长债,2016-11-23,64.6,0,132.17,0.14,4.57
003226,中信保诚稳健债券A,债券型-长债,2016-09-02,10.11,0,102.79,0.18,4.05
003227,中信保诚稳健债券C,债券型-长债,2016-09-02,0.025072,0,102.79,0.18,4.05
003228,浦银安盛日日鑫货币A,货币型-普通货币,2016-11-30,74.07,0,41.23,22.04,38.71
003229,浦银安盛日日鑫货币B,货币型-普通货币,2016-11-30,29.69,0,41.23,22.04,38.71
003230,创金合信医疗保健股票A,股票型,2016-08-30,1.72,94.57,3.43,3.19,0.95
003231,创金合信医疗保健股票C,股票型,2016-08-30,2.38,94.57,3.43,3.19,0.95
003234,中信保诚至利混合A,混合型-灵活,2016-09-02,0.0828909999999999,11.59,61.12,8.57,19.15
003235,中信保诚至利混合C,混合型-灵活,2016-09-02,0.257053,11.59,61.12,8.57,19.15
003238,新华外延增长主题灵活配置混合,混合型-灵活,2017-03-02,0.928346,94.63,0,5.81,0.46
003239,博时安祺6个月定开债A,债券型-长债,2016-09-29,7.05,0,96.61,0.72,9.82
003240,博时安祺6个月定开债C,债券型-长债,2016-09-29,0.010766,0,96.61,0.72,9.82
003241,创金合信量化发现混合A,混合型-灵活,2016-09-27,0.327213,92.32,2.94,5.17,0.07
003242,创金合信量化发现混合C,混合型-灵活,2016-09-27,0.191448,92.32,2.94,5.17,0.07
003243,摩根中国世纪混合(QDII)人民币,QDII-混合灵活,2016-11-11,0.987696,91.58,0,9.63,2.2
003244,摩根中国世纪混合(QDII)美元现钞,QDII-混合灵活,2016-11-11,0.987696,91.58,0,9.63,2.2
003245,摩根中国世纪混合(QDII)美元现汇,QDII-混合灵活,2016-11-11,0.987696,91.58,0,9.63,2.2
003246,华泰柏瑞天添宝货币A,货币型-普通货币,2016-09-22,3.32,0,27.15,55.49,21.94
003252,大成添益交易型货币A,货币型-普通货币,2016-09-29,8.79,0,34.1,37.18,31.2
003253,大成添益交易型货币B,货币型-普通货币,2016-09-29,10.68,0,34.1,37.18,31.2
003254,前海开源鼎裕债券A,债券型-混合二级,2016-09-23,0.093115,0,86.52,3.19,10.86
003255,前海开源鼎裕债券C,债券型-混合二级,2016-09-23,0.0177039999999999,0,86.52,3.19,10.86
003258,博时富祥纯债债券A,债券型-长债,2016-11-10,39.26,0,122.05,0.84,3.6
003259,博时聚利3个月定开债发起式,债券型-长债,2016-09-18,64.45,0,122.29,2.23,0
003260,博时利发纯债债券A,债券型-长债,2016-09-07,3.9,0,122.32,0.46,7.21
003264,新华活期添利货币B,货币型-普通货币,2016-08-29,62.25,0,43.93,52.2,4.63
003265,招商招坤纯债A,债券型-长债,2016-10-18,34.02,0,115.99,6.51,1.09
003266,招商招坤纯债C,债券型-长债,2016-10-18,4.67,0,115.99,6.51,1.09
003267,新华壹诺宝货币B,货币型-普通货币,2016-10-24,5.89,0,41.66,42.52,15.87
003268,博时悦楚纯债债券A,债券型-长债,2016-09-09,15.32,0,120.18,0.24,0
003269,招商招乾3个月定开债A,债券型-长债,2016-10-26,48.75,0,126.49,0.26,0.16
003270,招商招乾3个月定开债C,债券型-长债,2016-10-26,0.0,0,126.49,0.26,0.16
003275,国联安添利增长债A,债券型-混合二级,2016-09-29,7.73,19.72,73.11,10.96,6.85
003276,国联安添利增长债C,债券型-混合二级,2016-09-29,1.49,19.72,73.11,10.96,6.85
003277,中信保诚稳瑞债券A,债券型-长债,2016-09-09,21.59,0,111.55,0.03,0
003278,中信保诚稳瑞债券C,债券型-长债,2016-09-09,0.00022,0,111.55,0.03,0
003280,鹏华丰恒债券A,债券型-长债,2016-09-22,84.3,0,118.01,1.3,0.38
003281,广发活期宝货币B,货币型-普通货币,2016-09-02,1218.84,0,31.35,77.97,0.29
003282,中信保诚至裕混合A,混合型-灵活,2016-09-29,4.11,7.22,114.75,0.58,0.23
003283,中信保诚至裕混合C,混合型-灵活,2016-09-29,2.56,7.22,114.75,0.58,0.23
003284,中邮医药健康灵活配置混合A,混合型-灵活,2016-12-13,1.59,92.12,0,8.33,1.19
003285,国寿安保安康纯债债券,债券型-长债,2016-09-02,131.8,0,123.77,0.02,0.0
003286,平安惠享纯债A,债券型-混合一级,2016-10-27,9.18,0,119.34,0.11,0.0
003287,中信保诚稳益A,债券型-长债,2016-09-09,16.16,0,122.15,0.17,0
003288,中信保诚稳益C,债券型-长债,2016-09-09,0.000716,0,122.15,0.17,0
003289,创金合信尊泰纯债债券,债券型-长债,2016-10-21,10.34,0,132.85,0.3,0
003290,长城久稳债券A,债券型-长债,2016-11-11,1.79,0,110.55,0.02,8.13
003291,信澳健康中国混合A,混合型-灵活,2017-08-18,7.66,89.58,0,22.21,0.24
003292,嘉实优势成长混合A,混合型-灵活,2016-12-01,5.05,89.82,3.76,4.0,2.6
003293,易方达科瑞混合,混合型-灵活,2017-01-03,25.14,87.34,0.77,12.61,0.06
003294,嘉实新趋势混合C,混合型-灵活,2024-04-22,0.2401219999999999,0,104.58,7.1,0.11
003295,南方安裕混合A,混合型-偏债,2016-11-15,6.96,24.03,97.93,1.1,1.68
003297,招商双债增强债券(LOF)E,债券型-混合一级,2019-03-06,7.67,0,104.42,0.34,0.2
003298,嘉实物流产业股票A,股票型,2016-12-29,4.55,89.53,0,12.87,0.8
003299,嘉实物流产业股票C,股票型,2016-12-29,2.45,89.53,0,12.87,0.8
003300,华夏圆和混合A,混合型-灵活,2016-12-29,0.247389,92.06,0,8.16,0.47
003301,华夏鼎融债券A,债券型-混合二级,2016-11-07,8.3,16.58,99.68,9.29,1.59
