基金代码,基金简称,基金类型,成立时间,最新规模,股票,债券,现金,其他
7392,申万菱信安泰丰利债券C,债券型-混合一级,2019-08-30 00:00:00,0.60473,0.0,90.37,0.65,12.87
7393,上银未来生活灵活配置混合A,混合型-灵活,2019-07-15 00:00:00,0.277341,77.23,0.02,11.42,11.67
7394,东兴兴财短债债券A,债券型-中短债,2019-10-23 00:00:00,4.89,0.0,19.62,51.05,29.6
7395,东兴兴财短债债券C,债券型-中短债,2019-10-23 00:00:00,0.339549,0.0,19.62,51.05,29.6
7396,广发景辉纯债,债券型-长债,,,0.0,137.52,0.22,0.0
7397,华宝沪港深价值指数C,指数型-股票,2019-05-17 00:00:00,0.045218,94.74,0.0,6.1,2.49
7398,兴全磐稳增利债券C,债券型-混合一级,2019-12-27 00:00:00,0.068357,0.0,117.33,0.84,3.19
7401,浦银颐和稳健养老一年(FOF)A,FOF-稳健型,2019-11-26 00:00:00,2.69,3.89,5.38,0.67,90.56
7402,浦银颐和稳健养老一年(FOF)C,FOF-稳健型,2019-11-26 00:00:00,6.1,3.89,5.38,0.67,90.56
7404,华宝沪深300指数增强C,指数型-股票,2019-05-24 00:00:00,7.49,93.78,4.83,1.77,0.34
7405,华宝中证A100ETF联接C,指数型-股票,2019-05-10 00:00:00,8.52,0.01,0.0,7.64,95.25
7406,银河睿鑫债券,债券型-长债,2019-12-26 00:00:00,6.05,0.0,103.82,8.78,5.12
7407,农银养老2035混合(FOF)A,FOF-均衡型,2019-08-28 00:00:00,0.495925,0.0,4.11,9.17,87.17
7408,鹏扬淳开债券A,债券型-长债,2019-11-06 00:00:00,23.74,0.0,118.14,2.61,0.29
7409,鹏扬淳开债券C,债券型-长债,2019-11-06 00:00:00,7.62,0.0,118.14,2.61,0.29
7412,景顺长城绩优成长混合A,混合型-偏股,2019-07-02 00:00:00,42.16,93.02,2.59,4.83,0.2
7413,长城中证500指数增强C,指数型-股票,2019-05-09 00:00:00,12.54,90.86,4.27,2.35,3.35
7414,长江安盈中短债六个月定开A,债券型-中短债,2019-09-25 00:00:00,4.37,0.0,127.23,0.29,2.28
7415,南方致远混合A,混合型-偏债,2019-05-30 00:00:00,8.67,23.81,99.72,1.32,5.24
7416,南方致远混合C,混合型-偏债,2019-05-30 00:00:00,4.04,23.81,99.72,1.32,5.24
7417,泰康信用精选债券A,债券型-长债,2019-09-04 00:00:00,14.53,0.0,108.54,29.39,0.02
7418,泰康信用精选债券C,债券型-长债,2019-09-04 00:00:00,0.6735359999999999,0.0,108.54,29.39,0.02
7419,国寿安保泰弘纯债债券,债券型-长债,2019-07-23 00:00:00,79.04,0.0,131.87,0.78,0.03
7420,华安鼎信3个月定开债,债券型-长债,,,0.0,131.44,0.39,0.86
7423,西部利得聚禾混合A,混合型-灵活,2020-09-23 00:00:00,0.128261,93.47,0.0,12.49,6.51
7424,西部利得聚禾混合C,混合型-灵活,2020-09-23 00:00:00,0.280767,93.47,0.0,12.49,6.51
7425,浙商汇金中高等级三个月A,债券型-混合一级,2019-06-21 00:00:00,9.29,0.0,142.08,0.72,0.0
7426,浙商汇金聚盈中短债A,债券型-中短债,2019-06-25 00:00:00,3.14,0.0,127.93,0.05,1.74
7427,永赢凯利债券,债券型-长债,,,0.0,117.23,0.62,0.0
7428,长信富瑞两年定开债券C,债券型-长债,,,0.0,171.15,4.14,0.0
7429,鹏扬淳盈6个月定开债A,债券型-长债,2019-06-21 00:00:00,2.44,0.0,134.9,0.31,0.01
7430,鹏扬淳盈6个月定开债C,债券型-长债,2019-06-21 00:00:00,0.0,0.0,134.9,0.31,0.01
7431,浙商之江凤凰联接A,指数型-股票,2019-07-31 00:00:00,0.526353,0.0,0.0,4.82,95.79
7432,华泰保兴久盈63个月定开债,债券型-长债,2020-08-24 00:00:00,45.22,0.0,139.41,0.14,0.0
7433,兴银合丰政策性金融债A,债券型-长债,2019-08-09 00:00:00,24.53,0.0,98.19,0.01,1.83
7435,华宝宝怡债券,债券型-长债,,,0.0,122.74,0.18,0.0
7439,东海科技动力A,混合型-偏股,2019-06-26 00:00:00,0.1216119999999999,94.24,0.0,6.16,0.18
7440,南方旭元债券A,债券型-长债,,,0.0,99.91,0.46,0.0
7441,南方旭元债券C,债券型-长债,,,0.0,99.91,0.46,0.0
7442,浙商汇金中高等级三个月C,债券型-混合一级,2019-06-21 00:00:00,0.261364,0.0,142.08,0.72,0.0
7443,浙商汇金聚盈中短债C,债券型-中短债,2019-06-25 00:00:00,0.232567,0.0,127.93,0.05,1.74
7445,国投瑞银顺悦债券A,债券型-长债,2019-12-31 00:00:00,0.730755,0.0,105.72,2.64,0.01
7446,中欧增强回报债券(LOF)C,债券型-混合一级,2019-05-20 00:00:00,0.4003,0.0,110.99,2.49,1.74
7447,平安惠泰纯债,债券型-长债,2019-06-05 00:00:00,44.68,0.0,90.91,0.13,11.13
7448,长信沪深300指数增强C,指数型-股票,2019-05-16 00:00:00,5.95,94.94,0.0,5.94,0.72
7449,兴全多维价值混合A,混合型-偏股,2019-06-12 00:00:00,26.02,91.34,0.0,8.06,1.02
7450,兴全多维价值混合C,混合型-偏股,2019-06-12 00:00:00,3.04,91.34,0.0,8.06,1.02
7451,易方达恒兴3个月定开债,债券型-长债,,,0.0,127.11,0.72,7.08
7454,民生加银嘉盈债券,债券型-长债,2019-11-07 00:00:00,30.02,0.0,126.15,0.01,1.8
7455,富国蓝筹精选股票(QDII)人民币,QDII-普通股票,2019-08-02 00:00:00,13.14,70.95,0.11,13.13,17.8
7456,汇添富90天短债A,债券型-中短债,2019-06-12 00:00:00,49.3,0.0,111.57,0.45,0.08
7457,汇添富90天短债B,债券型-中短债,2019-06-12 00:00:00,4.43,0.0,111.57,0.45,0.08
7458,汇添富90天短债C,债券型-中短债,2019-06-12 00:00:00,0.07322,0.0,111.57,0.45,0.08
7459,浙商惠睿纯债债券,债券型-长债,2020-02-05 00:00:00,3.02,0.0,97.8,0.3,1.99
7460,华安成长创新混合A,混合型-偏股,2019-06-27 00:00:00,10.1,91.54,0.0,8.25,0.48
7461,德邦锐泓债券A,债券型-长债,2019-09-17 00:00:00,54.52,0.0,93.04,12.07,0.94
7462,德邦锐泓债券C,债券型-长债,2019-09-17 00:00:00,0.0,0.0,93.04,12.07,0.94
7463,东海科技动力C,混合型-偏股,2019-06-26 00:00:00,0.0687509999999999,94.24,0.0,6.16,0.18
7464,交银创业板50指数A,指数型-股票,2019-11-20 00:00:00,14.75,93.05,0.0,6.65,1.16
7465,交银创业板50指数C,指数型-股票,2019-11-20 00:00:00,30.11,93.05,0.0,6.65,1.16
7466,华泰柏瑞中证红利低波ETF联接A,指数型-股票,2019-07-15 00:00:00,12.8,0.0,0.0,6.93,96.92
7467,华泰柏瑞中证红利低波ETF联接C,指数型-股票,2019-07-15 00:00:00,19.75,0.0,0.0,6.93,96.92
7468,中信建投精选混合A,混合型-偏股,2019-11-29 00:00:00,1.41,93.45,0.02,10.06,1.79
7469,中信建投精选混合C,混合型-偏股,2019-11-29 00:00:00,0.722693,93.45,0.02,10.06,1.79
7470,博道叁佰智航股票A,股票型,2019-06-05 00:00:00,5.33,94.2,5.1,2.39,0.3
7471,博道叁佰智航股票C,股票型,2019-06-05 00:00:00,10.34,94.2,5.1,2.39,0.3
7472,华夏创业板价值ETF联接A,指数型-股票,2019-06-26 00:00:00,2.16,0.0,0.32,5.11,95.58
7473,华夏创业板价值ETF联接C,指数型-股票,2019-06-26 00:00:00,0.972226,0.0,0.32,5.11,95.58
7474,华夏创业板成长ETF联接A,指数型-股票,2019-06-26 00:00:00,8.92,0.0,0.36,4.93,95.74
7475,华夏创业板成长ETF联接C,指数型-股票,2019-06-26 00:00:00,5.02,0.0,0.36,4.93,95.74
7478,中加恒泰定开债券A,债券型-长债,,,0.0,129.87,0.05,0.0
7479,光大保德信量化股票C,股票型,,,93.49,0.0,7.52,0.12
7480,中加优享纯债债券A,债券型-长债,,,0.0,95.49,4.8,0.0
7481,华夏逸享健康混合A,混合型-偏股,2019-11-06 00:00:00,0.618363,93.64,0.0,10.0,0.09
7482,永赢智益纯债三个月,债券型-长债,,,0.0,127.74,1.05,0.0
7484,信澳核心科技混合A,混合型-偏股,2019-08-14 00:00:00,12.49,93.84,0.19,4.75,1.44
7485,博时中债3-5年国开行A,指数型-固收,2019-07-19 00:00:00,49.91,0.0,105.4,0.2,0.06
7486,博时中债3-5年国开行C,指数型-固收,2019-07-19 00:00:00,0.90925,0.0,105.4,0.2,0.06
7488,万家民安增利12个月定开债A,债券型-长债,2019-07-31 00:00:00,80.12,0.0,114.74,0.02,0.0
7489,万家民安增利12个月定开债C,债券型-长债,2019-07-31 00:00:00,0.0,0.0,114.74,0.02,0.0
7490,南方信息创新混合A,混合型-偏股,2019-06-19 00:00:00,29.35,92.57,4.3,2.29,2.58
7491,南方信息创新混合C,混合型-偏股,2019-06-19 00:00:00,17.89,92.57,4.3,2.29,2.58
7492,上银政策性金融债债券A,债券型-长债,2019-12-19 00:00:00,83.41,0.0,82.62,0.04,19.02
7493,朱雀产业臻选混合A,混合型-偏股,2019-06-27 00:00:00,22.9,64.92,3.28,6.76,25.71
7494,朱雀产业臻选混合C,混合型-偏股,2019-06-27 00:00:00,6.63,64.92,3.28,6.76,25.71
7495,兴业中债1-3年政金债C,指数型-固收,2019-05-27 00:00:00,0.006152,0.0,102.32,0.06,0.0
7496,农银汇理丰泽三年定开债,债券型-长债,,,0.0,167.67,3.91,0.0
7497,中庚价值灵动灵活配置混合,混合型-灵活,,,90.94,3.8,1.56,4.04
7499,光大风格轮动混合C,混合型-偏股,,,90.4,0.0,11.89,0.14
7500,鹏华尊诚定开债发起式,债券型-长债,,,0.0,106.21,2.16,10.79
7501,万家科创主题灵活配置混合(LOF)C,混合型-灵活,2019-06-12 00:00:00,0.062226,73.51,3.4,23.32,0.17
7502,前海开源裕和混合C,混合型-偏债,2019-06-14 00:00:00,0.409951,34.38,91.79,1.84,1.94
7505,华夏AH经济蓝筹股票A,指数型-股票,2019-07-16 00:00:00,0.363045,93.35,0.0,6.45,1.71
7506,华夏AH经济蓝筹股票C,指数型-股票,2019-07-16 00:00:00,0.528751,93.35,0.0,6.45,1.71
7507,大成中债3-5年国开债A,指数型-固收,2019-06-27 00:00:00,7.71,0.0,103.81,0.13,0.0
7508,大成中债3-5年国开债C,指数型-固收,2019-06-27 00:00:00,0.069969,0.0,103.81,0.13,0.0
7509,华商润丰灵活配置混合C,混合型-灵活,2019-06-19 00:00:00,3.54,92.61,5.83,4.03,1.82
7510,南方泰元债券A,债券型-长债,,,0.0,130.17,1.39,0.0
7511,南方泰元债券C,债券型-长债,,,0.0,130.17,1.39,0.0
7512,工银沪港深股票C,股票型,2019-05-30 00:00:00,1.1,90.86,0.0,8.97,0.4
7513,博时富丰3个月定开债,债券型-长债,,,0.0,142.71,0.37,0.0
7515,鹏华稳利短债债券A,债券型-中短债,2019-10-30 00:00:00,55.17,0.0,112.28,0.1,0.05
7516,融通增润三个月定开债,债券型-长债,,,0.0,130.87,1.24,3.48
7517,博时富淳3个月定开债,债券型-长债,,,0.0,102.6,0.42,0.0
7518,东方阿尔法优选混合A,混合型-偏股,2019-09-12 00:00:00,0.5805100000000001,86.73,5.06,9.48,0.2
7519,东方阿尔法优选混合C,混合型-偏股,2019-09-12 00:00:00,0.201663,86.73,5.06,9.48,0.2
7520,富安达富利纯债A,债券型-长债,2019-07-23 00:00:00,1.49,0.0,117.52,2.86,8.33
7521,南方日添益F,货币型-普通货币,,,0.0,40.67,61.34,16.95
7522,南方理财金交易型货币E,货币型-普通货币,,,0.0,22.88,76.17,8.18
7523,汇添富内需增长股票A,股票型,2019-07-31 00:00:00,3.29,81.41,0.29,8.89,9.67
7524,汇添富内需增长股票C,股票型,2019-07-31 00:00:00,0.4082389999999999,81.41,0.29,8.89,9.67
7525,易方达年年恒夏一年定开债A,债券型-长债,2019-07-11 00:00:00,22.74,0.0,134.42,2.31,12.56
7526,易方达年年恒夏一年定开债C,债券型-长债,2019-07-11 00:00:00,0.212031,0.0,134.42,2.31,12.56
7527,融通量化多策略混合A,混合型-灵活,2019-08-21 00:00:00,0.217989,92.55,0.0,7.83,0.07
7528,融通量化多策略混合C,混合型-灵活,2019-08-21 00:00:00,0.019859,92.55,0.0,7.83,0.07
7529,嘉实汇鑫中短债A,债券型-中短债,2019-09-26 00:00:00,185.21,0.0,129.43,2.64,0.0
7530,嘉实汇鑫中短债C,债券型-中短债,2019-09-26 00:00:00,28.27,0.0,129.43,2.64,0.0
7531,华宝券商ETF联接C,指数型-股票,2019-06-13 00:00:00,36.5,1.41,0.0,5.97,96.07
7532,国泰盛合三个月定开债,债券型-长债,,,0.0,119.56,1.6,6.98
7533,格林创新成长混合A,混合型-偏股,2019-09-02 00:00:00,0.053876,86.87,0.0,22.0,1.45
7534,格林创新成长混合C,混合型-偏股,2019-09-02 00:00:00,0.034624,86.87,0.0,22.0,1.45
7535,中欧盈和债券,债券型-长债,,,0.0,98.91,0.02,1.1
7536,博时富乐纯债债券A,债券型-长债,,,0.0,110.94,0.55,0.0
7537,景顺长城景泰盈利纯债,债券型-长债,,,0.0,121.96,1.06,0.48
7538,永赢沪深300ETF发起联接A,指数型-股票,2019-07-09 00:00:00,9.05,93.09,1.6,5.38,3.81
7539,永赢沪深300ETF发起联接C,指数型-股票,2019-07-09 00:00:00,2.89,93.09,1.6,5.38,3.81
7540,华泰保兴安悦债券A,债券型-长债,2019-07-11 00:00:00,31.13,0.0,90.2,9.46,15.74
7542,永赢开泰中高等级中短债A,债券型-中短债,2019-08-28 00:00:00,62.26,0.0,100.86,0.4,7.13
7543,永赢开泰中高等级中短债C,债券型-中短债,2019-08-28 00:00:00,11.01,0.0,100.86,0.4,7.13
7544,鹏华尊晟定期开放发起式债券,债券型-长债,,,0.0,104.52,2.14,2.55
7545,太平恒安三个月定开债,债券型-长债,2019-06-27 00:00:00,34.44,0.0,123.08,1.45,0.36
7546,融通增享纯债债券A,债券型-长债,,,0.0,123.75,0.15,0.0
7548,易方达ESG责任投资股票,股票型,2019-09-02 00:00:00,4.19,89.63,0.0,14.04,0.4
7549,中泰开阳价值优选混合A,混合型-灵活,2019-09-06 00:00:00,14.07,92.05,0.0,7.92,0.24
7550,东兴未来价值混合C,混合型-灵活,2019-07-26 00:00:00,0.537215,94.81,5.08,1.94,0.26
7551,鑫元泽利A,债券型-混合一级,2019-09-02 00:00:00,6.73,0.0,114.98,7.48,1.73
7552,中信建投稳裕定开债C,债券型-长债,,,0.0,123.56,0.09,0.0
7553,中信建投医改混合C,混合型-灵活,2019-06-18 00:00:00,7.43,93.92,1.21,4.9,0.64
7554,财通恒利纯债,债券型-长债,,,0.0,119.27,0.21,0.0
7555,中航瑞明纯债A,债券型-长债,,,0.0,133.24,0.12,0.0
7556,中航瑞明纯债C,债券型-长债,,,0.0,133.24,0.12,0.0
7557,中加优选中高等级债券A,债券型-长债,2019-12-05 00:00:00,4.96,0.0,138.2,0.12,0.02
7558,中加优选中高等级债券C,债券型-长债,2019-12-05 00:00:00,0.059654,0.0,138.2,0.12,0.02
7559,鑫元富利三个月定期开放债,债券型-长债,,,0.0,100.9,0.02,0.88
7560,国联恒鑫纯债A,债券型-长债,2019-08-20 00:00:00,0.798381,0.0,91.6,6.63,3.07
7561,国联恒鑫纯债C,债券型-长债,2019-08-20 00:00:00,0.031269,0.0,91.6,6.63,3.07
7562,景顺长城景泰纯利债券A,债券型-混合一级,2019-10-21 00:00:00,49.36,0.0,128.52,0.97,1.59
7563,兴银汇逸定开债,债券型-长债,,,0.0,100.97,0.06,0.0
7564,鹏扬淳明债券A,债券型-长债,2019-12-25 00:00:00,8.23,0.0,131.83,1.14,0.1
7565,鹏扬淳明债券C,债券型-长债,2019-12-25 00:00:00,0.197814,0.0,131.83,1.14,0.1
7566,中银宁享债券,债券型-长债,,,0.0,119.89,0.1,0.0
7567,南方恒新39个月A,债券型-长债,2019-07-31 00:00:00,80.26,0.0,178.14,4.53,0.0
7568,南方恒新39个月C,债券型-长债,2019-07-31 00:00:00,0.084391,0.0,178.14,4.53,0.0
7569,南方安福混合C,混合型-偏债,2019-06-26 00:00:00,0.260822,22.35,89.61,2.32,3.25
7570,方正富邦红利精选混合C,混合型-偏股,2019-06-27 00:00:00,0.0273829999999999,82.07,0.0,17.56,0.68
7571,南方上证380ETF联接C,指数型-股票,2019-07-12 00:00:00,0.289644,1.8,1.12,3.7,95.07
7572,中加民丰纯债A,债券型-长债,2019-07-26 00:00:00,5.2,0.0,131.69,0.14,0.0
7573,农银汇理丰盈三年定开债,债券型-长债,,,0.0,168.28,3.5,0.0
7574,宝盈新价值混合C,混合型-灵活,2019-07-01 00:00:00,6.01,44.68,0.0,55.93,38.72
7575,宝盈祥泰混合C,混合型-偏债,2019-07-01 00:00:00,0.003263,0.0,99.18,5.58,5.27
7576,华夏鼎琪三个月定开债券,债券型-长债,,,0.0,95.69,0.15,4.21
7577,宝盈祥瑞混合C,混合型-偏债,2019-07-01 00:00:00,0.001209,11.55,87.06,1.85,0.04
7578,宝盈新锐混合C,混合型-灵活,2019-07-01 00:00:00,0.107652,90.85,7.39,0.74,1.58
7579,宝盈先进制造混合C,混合型-灵活,2019-07-01 00:00:00,0.257028,88.45,0.0,12.56,0.24
7580,宝盈中证A100指数增强C,指数型-股票,2019-07-01 00:00:00,0.083569,94.88,4.03,1.21,0.39
7581,宝盈鸿利收益灵活配置混合C,混合型-灵活,2019-07-01 00:00:00,0.378559,87.67,0.0,13.08,0.14
7582,中泰青月中短债A,债券型-中短债,2019-08-09 00:00:00,30.04,0.0,114.94,2.79,0.03
7583,中泰青月中短债C,债券型-中短债,2019-08-09 00:00:00,10.23,0.0,114.94,2.79,0.03
7584,鹏华丰鑫债券A,债券型-长债,,,0.0,88.69,2.32,20.04
7585,工银瑞弘3个月定开债,债券型-长债,,,0.0,126.82,0.05,0.44
7586,华泰保兴多策略,股票型,2019-07-05 00:00:00,0.679287,89.4,0.0,9.59,2.84
7587,浙商丰裕纯债债券A,债券型-长债,2019-12-19 00:00:00,9.99,0.0,81.96,0.75,17.36
7588,浙商丰裕纯债债券C,债券型-长债,2019-12-19 00:00:00,0.095841,0.0,81.96,0.75,17.36
7589,嘉实致元42个月定期债券,债券型-长债,,,0.0,169.16,2.79,0.01
7590,华宝绿色领先股票,股票型,2019-09-18 00:00:00,0.647551,89.28,0.0,9.32,2.01
7591,华夏恒益18个月定开债券,债券型-长债,2019-09-04 00:00:00,80.42,0.0,136.3,0.16,0.0
7592,华夏价值精选混合,混合型-偏股,2020-01-10 00:00:00,5.49,91.17,0.12,7.7,2.27
7593,鹏扬中证500质量成长ETF联接A,指数型-股票,2019-08-29 00:00:00,3.27,0.14,5.42,0.64,98.82
7594,鹏扬中证500质量成长ETF联接C,指数型-股票,2019-08-29 00:00:00,2.73,0.14,5.42,0.64,98.82
7595,招商添泽纯债A,债券型-长债,,,0.0,124.79,0.36,0.0
7596,招商添泽纯债C,债券型-长债,,,0.0,124.79,0.36,0.0
7598,广发民玉纯债A,债券型-长债,2020-01-20 00:00:00,15.01,0.0,128.72,0.22,0.01
7600,泰康润颐63个月定开债券,债券型-长债,,,0.0,154.18,2.63,0.0
7603,景顺长城中短债A,债券型-中短债,2019-08-20 00:00:00,85.67,0.0,119.68,8.98,0.08
7604,景顺长城中短债C,债券型-中短债,2019-08-20 00:00:00,2.15,0.0,119.68,8.98,0.08
7605,嘉实沪深300红利低波动ETF联接A,指数型-股票,2019-12-09 00:00:00,13.56,0.21,0.0,8.81,101.04
7606,嘉实沪深300红利低波动ETF联接C,指数型-股票,2019-12-09 00:00:00,11.6,0.21,0.0,8.81,101.04
7609,汇安嘉诚债券A,债券型-混合一级,2019-08-09 00:00:00,0.237107,0.0,83.72,1.32,27.55
7610,汇安嘉诚债券C,债券型-混合一级,2019-08-09 00:00:00,0.311808,0.0,83.72,1.32,27.55
7611,汇安裕和纯债债券A,债券型-长债,,,0.0,117.01,0.28,12.95
7612,汇安裕和纯债债券C,债券型-长债,,,0.0,117.01,0.28,12.95
7616,富国投资级信用债债券型A,债券型-长债,2019-09-26 00:00:00,49.29,0.0,104.38,0.44,6.26
7617,富国投资级信用债债券型C,债券型-长债,2019-09-26 00:00:00,1.74,0.0,104.38,0.44,6.26
7618,富国投资级信用债债券型D,债券型-长债,2019-09-26 00:00:00,0.177588,0.0,104.38,0.44,6.26
7619,中欧润逸63个月定开债,债券型-长债,,,0.0,166.69,0.29,0.0
7632,华润元大安鑫灵活配置混合C,混合型-灵活,2019-08-01 00:00:00,0.001198,87.46,2.96,7.39,5.69
7635,银河天盈中短债A,债券型-中短债,2019-10-31 00:00:00,3.8,0.0,96.22,4.67,3.81
7636,银河天盈中短债C,债券型-中短债,2019-10-31 00:00:00,0.544061,0.0,96.22,4.67,3.81
7637,兴银鑫日享短债C,债券型-中短债,2019-09-06 00:00:00,7.09,0.0,129.75,0.88,0.43
7638,前海开源康颐平衡养老三年(FOF),FOF-均衡型,2019-11-13 00:00:00,1.72,0.0,0.0,16.44,83.7
7639,汇添富竞争优势灵活配置混合,混合型-灵活,2019-09-04 00:00:00,3.08,50.12,0.0,47.25,3.09
7640,宏利永利债券,债券型-长债,2019-09-04 00:00:00,40.15,0.0,99.83,0.21,0.0
7643,华安稳健养老目标一年持有混合发起式(FOF)A,FOF-稳健型,2019-11-26 00:00:00,5.37,0.0,5.63,2.56,93.49
7644,华宝宝润债券A,债券型-长债,,,0.0,98.99,0.06,0.99
7645,平安季享裕定开债A,债券型-混合一级,2019-09-04 00:00:00,4.53,0.0,113.1,6.79,0.95
7646,平安季享裕定开债C,债券型-混合一级,2019-09-04 00:00:00,0.0,0.0,113.1,6.79,0.95
7647,平安季享裕定开债E,债券型-混合一级,2019-09-04 00:00:00,0.491204,0.0,113.1,6.79,0.95
7649,博时颐泽平衡养老(FOF)A,FOF-均衡型,2019-08-28 00:00:00,0.903184,0.0,4.78,1.81,94.07
7650,工银养老2040三年持有混合发起式(FOF)A,FOF-均衡型,2019-09-17 00:00:00,1.81,0.0,4.76,12.89,102.12
7651,工银养老2045三年持有混合发起式(FOF)A,FOF-均衡型,2020-01-21 00:00:00,1.25,0.0,4.77,10.52,101.55
7652,华夏稳健养老一年持有混合(FOF)A,FOF-稳健型,2019-11-26 00:00:00,1.15,6.63,3.73,2.16,88.04
7653,长盛稳益6个月A,债券型-长债,2019-07-26 00:00:00,3.53,0.0,39.54,20.55,41.27
7654,长盛稳益6个月C,债券型-长债,2019-07-26 00:00:00,0.045081,0.0,39.54,20.55,41.27
7655,南方定元中短债债券A,债券型-中短债,2019-11-05 00:00:00,3.06,0.0,96.35,0.45,3.86
7656,南方定元中短债债券C,债券型-中短债,2019-11-05 00:00:00,2.59,0.0,96.35,0.45,3.86
7657,东方红中证竞争力指数A,指数型-股票,2019-07-31 00:00:00,4.54,93.92,0.0,5.51,0.79
7658,东方红中证竞争力指数C,指数型-股票,2019-07-31 00:00:00,0.730531,93.92,0.0,5.51,0.79
7659,博时富汇3个月定开债发起式,债券型-长债,,,0.0,117.22,0.16,0.0
7660,招商和悦均衡养老三年持有混合(FOF)A,FOF-均衡型,2019-12-03 00:00:00,2.49,13.78,4.32,1.4,83.0
7661,南方养老目标2030三年持有混合发起(FOF)A,FOF-均衡型,2019-12-03 00:00:00,1.48,11.42,4.55,0.18,84.4
7662,富国鑫旺均衡养老目标三年持有混合发起(FOF)A,FOF-均衡型,2020-03-23 00:00:00,1.97,0.0,4.95,2.49,92.67
7663,平安安享灵活配置混合C,混合型-灵活,2019-07-15 00:00:00,0.1041849999999999,76.28,0.0,31.47,27.35
7664,永赢创业板指数发起式A,指数型-股票,2019-09-10 00:00:00,5.73,94.74,2.16,3.09,2.26
7665,永赢创业板指数发起式C,指数型-股票,2019-09-10 00:00:00,3.7,94.74,2.16,3.09,2.26
7666,华夏鼎泓债券A,债券型-混合二级,2019-11-19 00:00:00,6.37,5.44,81.7,0.74,16.09
7667,华夏鼎泓债券C,债券型-混合二级,2019-11-19 00:00:00,0.5220100000000001,5.44,81.7,0.74,16.09
7668,广发养老目标日期2035三年持有期混合发起式(FOF)A,FOF-均衡型,2020-09-09 00:00:00,1.89,3.43,7.0,2.17,87.58
7669,太平睿盈混合C,混合型-偏债,2019-08-13 00:00:00,0.603317,24.26,82.13,1.75,0.25
7670,嘉实商业银行精选债券,债券型-长债,2019-11-19 00:00:00,3.1,0.0,112.38,0.29,0.0
7671,建信中证红利潜力指数A,指数型-股票,2019-09-11 00:00:00,0.549163,94.9,0.0,5.41,0.73
7672,建信中证红利潜力指数C,指数型-股票,2019-09-11 00:00:00,0.073483,94.9,0.0,5.41,0.73
7673,中加安瑞稳健养老目标一年持有混合(FOF)A,FOF-稳健型,2020-03-20 00:00:00,0.569445,0.0,6.25,1.32,92.67
7674,工银产业升级股票A,股票型,2019-12-25 00:00:00,0.453516,70.07,1.86,4.33,27.09
7675,工银产业升级股票C,股票型,2019-12-25 00:00:00,1.06,70.07,1.86,4.33,27.09
7676,蜂巢添汇纯债A,债券型-长债,2019-08-12 00:00:00,9.92,0.0,122.68,1.28,1.18
7677,蜂巢添汇纯债C,债券型-长债,2019-08-12 00:00:00,27.08,0.0,122.68,1.28,1.18
7680,中加享利三年债券,债券型-长债,,,0.0,146.0,0.93,0.0
7681,鹏华丰登债券,债券型-长债,,,0.0,134.04,0.53,0.0
7682,鹏华锦利两年定开债,债券型-长债,,,0.0,153.44,2.58,0.0
7683,华商转债精选债券A,债券型-混合一级,2020-09-29 00:00:00,1.09,0.0,126.74,1.85,4.48
7684,华商转债精选债券C,债券型-混合一级,2020-09-29 00:00:00,1.09,0.0,126.74,1.85,4.48
7685,华商电子行业量化股票,股票型,2019-09-17 00:00:00,4.07,93.34,0.57,5.74,1.22
7687,东方成长收益灵活配置混合C,混合型-灵活,2019-08-07 00:00:00,0.4759029999999999,51.75,40.63,1.71,7.81
7689,国投瑞银新能源混合A,混合型-偏股,2019-11-18 00:00:00,18.58,93.98,0.0,6.15,1.45
7690,国投瑞银新能源混合C,混合型-偏股,2019-11-18 00:00:00,17.37,93.98,0.0,6.15,1.45
7691,永赢泽利一年定开,债券型-长债,,,0.0,125.18,0.05,4.83
7692,永赢鼎利债券A,债券型-长债,,,0.0,130.12,0.07,0.0
7693,永赢鼎利债券C,债券型-长债,,,0.0,130.12,0.07,0.0
7696,嘉实融享货币,货币型-浮动净值,,,0.0,30.94,38.93,39.81
7699,建信荣禧一年定期开放债券,债券型-长债,2019-12-13 00:00:00,81.13,0.0,101.62,0.07,37.29
7701,国联安6个月定开债A,债券型-长债,2019-09-06 00:00:00,15.46,0.0,143.35,0.67,0.0
7702,国联安6个月定开债C,债券型-长债,2019-09-06 00:00:00,0.0,0.0,143.35,0.67,0.0
7703,万家鑫盛纯债A,债券型-长债,,,0.0,106.41,0.04,0.0
7704,万家鑫盛纯债C,债券型-长债,,,0.0,106.41,0.04,0.0
7705,长城恒康稳健养老一年持有混合发起式(FOF)A,FOF-稳健型,2020-06-03 00:00:00,1.47,9.87,4.81,1.78,84.53
7706,南方聪元债券A,债券型-长债,,,0.0,120.99,0.01,0.0
7707,南方聪元债券C,债券型-长债,,,0.0,120.99,0.01,0.0
7708,中银瑞福浮动净值型货币A,货币型-浮动净值,,,0.0,89.19,0.54,10.47
7709,中银瑞福浮动净值型货币C,货币型-浮动净值,,,0.0,89.19,0.54,10.47
7710,格林泓泰三个月定开债A,债券型-长债,2019-09-26 00:00:00,5.0,0.0,81.78,11.68,6.6
7711,格林泓泰三个月定开债C,债券型-长债,2019-09-26 00:00:00,0.003906,0.0,81.78,11.68,6.6
7712,中银康享3个月定期开放债券,债券型-混合一级,,,0.0,97.03,4.87,3.02
